date,station,pm25,pm10,no2,co,o3,so2,latitude,longitude,temperature_2m_mean,temperature_2m_min,temperature_2m_max,relative_humidity_2m_mean,relative_humidity_2m_min,relative_humidity_2m_max,precipitation_sum,wind_speed_10m_mean,wind_speed_10m_max,wind_direction_10m_mean,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum,shortwave_radiation_mean
2022-08-04,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",16.55,66.67,19.64,0.51,22.23,35.34,19.0974,72.8743,27.066666666666663,25.4,28.5,86.83333333333333,80,93,13.6,5.170833333333333,13.3,241.91666666666663,1000.1541666666668,99.95833333333331,4148.0,172.83333333333334
2022-08-05,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.01,47.67,21.66,0.54,22.07,24.39,19.0974,72.8743,26.15416666666667,25.6,27.1,90.25,85,94,27.2,7.720833333333334,15.1,210.33333333333331,998.7208333333332,100.0,2304.0,96.0
2022-08-06,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",10.63,32.93,26.04,0.53,22.01,13.25,19.0974,72.8743,26.133333333333336,25.2,27.6,89.33333333333333,81,94,33.7,9.879166666666666,17.1,231.70833333333331,997.5875,95.83333333333331,3850.0,160.41666666666666
2022-08-07,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",12.77,32.4,25.95,0.49,19.23,10.6,19.0974,72.8743,26.29583333333333,25.7,27.7,90.16666666666669,84,95,56.5,10.1,16.1,215.95833333333331,996.9958333333334,99.95833333333331,3857.0,160.70833333333334
2022-08-08,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",9.53,26.69,25.53,0.5,18.43,9.13,19.0974,72.8743,26.258333333333336,25.6,27.2,89.375,81,93,32.6,11.883333333333333,35.1,264.5833333333333,995.5666666666666,100.0,1580.0,65.83333333333333
2022-08-09,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",12.26,36.21,21.5,0.27,18.45,2.85,19.0974,72.8743,26.04583333333333,25.3,26.7,88.95833333333333,83,93,71.3,28.975,35.5,238.04166666666663,994.9541666666668,100.0,977.0,40.708333333333336
2022-08-10,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.04,39.51,17.85,0.2,18.63,3.2,19.0974,72.8743,26.15416666666667,25.5,27.3,87.95833333333333,84,92,37.6,30.84166666666667,36.6,230.75,994.5041666666666,99.95833333333331,2669.0,111.20833333333331
2022-08-11,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17.43,53.37,15.19,0.24,18.25,6.43,19.0974,72.8743,26.48333333333333,25.7,28.0,85.375,78,91,23.1,32.075,37.7,226.625,996.0291666666668,99.79166666666669,4228.0,176.16666666666666
2022-08-12,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",15.15,46.81,16.52,0.19,18.12,4.31,19.0974,72.8743,26.495833333333334,25.2,28.0,83.83333333333333,77,90,16.1,33.62083333333333,39.5,224.95833333333331,999.35,85.58333333333333,3925.0,163.54166666666666
2022-08-13,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",15.16,49.1,12.08,0.22,18.31,4.72,19.0974,72.8743,26.675,25.2,28.5,83.33333333333333,76,90,13.1,25.85,29.8,229.66666666666663,1001.3583333333332,79.54166666666667,5507.0,229.45833333333331
2022-08-14,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",14.75,49.58,11.55,0.24,18.03,4.79,19.0974,72.8743,26.77916666666667,24.8,28.2,81.33333333333333,75,90,11.0,25.4125,29.6,237.20833333333331,1002.9041666666668,95.04166666666669,5332.0,222.16666666666663
2022-08-15,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.9,45.41,8.0,0.26,18.29,4.92,19.0974,72.8743,25.7625,24.8,26.8,87.95833333333333,84,93,29.0,21.04583333333333,24.8,243.08333333333331,1003.225,100.0,1824.0,76.0
2022-08-16,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",12.34,37.81,10.3,0.24,17.97,4.86,19.0974,72.8743,25.516666666666666,24.9,26.2,89.0,85,91,64.1,25.23333333333333,31.9,230.91666666666663,1002.4125,100.0,1163.0,48.458333333333336
2022-08-17,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",11.86,38.07,13.97,0.19,18.4,3.17,19.0974,72.8743,26.041666666666668,24.9,27.4,86.0,79,91,19.3,24.375,29.8,222.16666666666663,1003.5791666666668,96.33333333333331,4427.0,184.45833333333331
2022-08-18,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",12.65,39.67,10.62,0.21,22.22,3.43,19.0974,72.8743,26.40833333333333,24.9,27.7,83.45833333333333,77,90,10.5,21.745833333333334,27.3,231.54166666666663,1004.1458333333334,87.95833333333333,5000.0,208.33333333333331
2022-08-19,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.44,45.07,3.78,0.36,18.02,5.68,19.0974,72.8743,26.129166666666663,25.2,27.9,85.5,76,90,11.9,18.125,24.7,233.04166666666663,1004.525,93.625,4508.0,187.83333333333331
2022-08-20,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.12,39.66,3.58,0.41,18.18,5.13,19.0974,72.8743,26.366666666666664,25.3,27.9,85.79166666666667,80,92,6.2,16.279166666666665,21.7,252.45833333333331,1004.3541666666666,87.125,5084.0,211.83333333333331
2022-08-21,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.2,45.12,6.05,0.27,20.48,3.9,19.0974,72.8743,26.316666666666663,25.2,27.7,85.25,78,92,5.8,17.075,21.3,262.2083333333333,1003.225,92.41666666666669,4709.0,196.20833333333331
2022-08-22,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.61,45.69,6.5,0.29,19.13,3.89,19.0974,72.8743,26.179166666666664,25.1,27.2,85.875,81,90,9.1,19.85833333333333,23.4,262.9583333333333,1002.0208333333334,100.0,2917.0,121.54166666666669
2022-08-23,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",12.32,42.66,3.65,0.29,19.72,5.44,19.0974,72.8743,26.22083333333333,25.0,28.0,85.83333333333333,77,92,7.9,19.941666666666663,24.8,247.625,1002.0916666666668,99.0,3677.0,153.20833333333334
2022-08-24,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",15.08,45.51,2.59,0.36,18.09,6.79,19.0974,72.8743,26.129166666666663,24.8,27.9,85.54166666666667,77,92,7.8,17.716666666666665,22.9,242.54166666666663,1004.7083333333334,95.75,4617.0,192.375
2022-08-25,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",15.34,52.97,3.0,0.4,18.06,8.0,19.0974,72.8743,25.90416666666667,24.9,27.5,86.75,79,92,6.1,11.525,17.1,231.29166666666663,1004.5958333333332,79.375,4853.0,202.20833333333331
2022-08-26,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",21.18,83.68,7.13,0.49,18.04,8.07,19.0974,72.8743,26.1125,24.3,27.9,84.91666666666667,77,92,2.2,8.75,15.2,239.0,1004.6208333333334,66.70833333333333,5932.0,247.16666666666663
2022-08-27,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",24.49,108.37,7.25,0.54,18.25,7.58,19.0974,72.8743,26.329166666666666,24.7,28.1,83.45833333333333,74,94,1.8,8.9,16.6,269.125,1004.9291666666668,86.91666666666667,6206.0,258.5833333333333
2022-08-28,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",23.01,101.24,7.76,0.49,18.22,7.61,19.0974,72.8743,26.25,24.6,28.0,85.04166666666667,77,92,2.0,8.333333333333334,17.6,297.0,1004.5708333333332,95.29166666666669,6083.0,253.45833333333331
2022-08-29,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",25.53,108.19,9.05,0.59,18.77,6.23,19.0974,72.8743,26.375,24.4,28.7,85.375,74,94,1.2,7.804166666666667,16.7,304.375,1005.6791666666668,97.04166666666669,6173.0,257.2083333333333
2022-08-30,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",31.8,146.74,9.68,0.55,18.84,5.37,19.0974,72.8743,27.133333333333336,25.3,29.4,85.70833333333333,74,96,0.6000000000000001,10.2,18.3,263.625,1005.65,87.58333333333333,5776.0,240.66666666666663
2022-08-31,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",33.22,125.03,14.91,0.45,20.73,4.95,19.0974,72.8743,27.391666666666666,25.1,29.5,88.08333333333333,80,96,18.7,8.716666666666667,18.0,282.3333333333333,1004.0958333333332,83.54166666666667,5347.0,222.79166666666663
2022-09-01,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",18.22,65.92,17.78,0.48,21.91,4.94,19.0974,72.8743,26.725,25.1,28.9,87.625,78,95,1.7000000000000002,6.175,16.0,164.58333333333334,1004.0,97.75,4420.0,184.16666666666663
2022-09-02,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",26.63,98.81,14.74,0.61,20.31,6.1,19.0974,72.8743,27.4,25.1,30.4,87.375,73,97,10.0,6.404166666666666,13.6,165.79166666666666,1004.2416666666668,56.958333333333336,6266.0,261.0833333333333
2022-09-03,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",27.87,92.35,11.35,0.72,21.53,9.22,19.0974,72.8743,27.60833333333333,25.7,29.9,86.625,79,93,0.9,8.979166666666666,15.4,211.625,1004.6083333333332,48.75,5453.0,227.20833333333331
2022-09-04,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",18.78,57.98,5.89,0.61,18.49,9.26,19.0974,72.8743,26.98333333333333,26.0,28.6,88.0,82,93,9.9,8.4125,14.8,255.83333333333331,1004.8125,99.375,3563.0,148.45833333333334
2022-09-05,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",18.42,67.06,9.18,0.52,21.29,8.53,19.0974,72.8743,27.370833333333334,26.0,29.0,83.375,76,93,1.8,9.2125,15.8,298.9166666666667,1004.775,78.29166666666667,5290.0,220.41666666666663
2022-09-06,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",21.31,91.65,7.8,0.65,18.09,9.01,19.0974,72.8743,27.054166666666664,25.5,29.1,84.375,76,93,4.9,6.425,13.3,293.625,1004.275,69.79166666666667,4931.0,205.45833333333331
2022-09-07,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",23.33,85.37,13.16,0.66,18.22,8.58,19.0974,72.8743,27.0875,25.3,30.1,88.08333333333333,75,95,20.1,7.604166666666667,15.6,197.04166666666663,1003.9541666666668,79.83333333333333,5468.0,227.83333333333331
2022-09-08,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17.93,50.26,20.1,0.69,18.76,8.49,19.0974,72.8743,26.504166666666663,24.9,28.5,90.25,82,95,39.7,7.541666666666667,12.0,231.375,1002.6458333333334,98.83333333333331,3178.0,132.41666666666666
2022-09-09,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17.32,51.13,17.96,0.76,18.96,9.09,19.0974,72.8743,27.054166666666664,25.0,29.6,87.95833333333333,75,97,27.0,6.8375,13.7,157.70833333333334,1001.5125,98.70833333333331,5239.0,218.29166666666663
2022-09-10,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",18.68,51.66,15.13,0.67,22.88,7.01,19.0974,72.8743,26.854166666666668,25.5,29.5,88.5,80,94,13.2,6.5875,11.7,154.79166666666666,1001.6166666666668,86.33333333333333,4662.0,194.25
2022-09-11,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",20.97,60.82,14.5,0.71,22.37,7.19,19.0974,72.8743,26.570833333333336,24.9,29.2,88.125,77,94,25.5,5.9875,13.0,187.29166666666663,999.3708333333334,99.95833333333331,4201.0,175.04166666666666
2022-09-12,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",12.41,34.64,18.77,0.51,42.57,6.15,19.0974,72.8743,26.258333333333336,25.0,28.5,89.45833333333333,82,94,21.8,7.270833333333333,17.7,191.875,998.1541666666668,100.0,3614.0,150.58333333333334
2022-09-13,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",10.75,26.57,12.41,0.53,21.48,7.55,19.0974,72.8743,25.9875,25.0,26.7,90.08333333333331,86,93,51.7,16.0625,24.1,241.54166666666663,1000.0416666666666,100.0,1572.0,65.5
2022-09-14,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",9.87,24.05,17.53,0.21,26.83,5.48,19.0974,72.8743,26.0375,25.3,27.5,89.29166666666667,83,92,81.9,21.870833333333334,27.3,229.125,1003.0541666666668,97.125,3438.0,143.25
2022-09-15,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",10.45,31.23,18.66,0.17,25.93,3.64,19.0974,72.8743,26.20833333333333,25.3,27.8,87.95833333333333,84,92,68.7,24.90833333333333,30.5,234.91666666666663,1004.375,99.95833333333331,3072.0,128.0
2022-09-16,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",11.95,33.22,12.37,0.44,23.62,6.17,19.0974,72.8743,25.504166666666663,24.6,26.1,91.16666666666669,88,94,96.6,19.216666666666665,25.9,247.08333333333331,1003.4708333333332,99.79166666666669,1766.0,73.58333333333333
2022-09-17,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",9.77,32.37,6.77,0.46,23.32,8.47,19.0974,72.8743,25.33333333333333,24.3,27.4,89.58333333333333,80,95,36.6,12.625,20.2,221.45833333333331,1003.9041666666668,91.5,4396.0,183.16666666666663
2022-09-18,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",10.83,29.66,3.38,0.51,24.09,7.52,19.0974,72.8743,25.02916666666667,24.0,26.5,90.29166666666669,84,94,61.8,9.6875,16.0,247.95833333333331,1005.7291666666666,98.375,1923.0,80.125
2022-09-19,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",15.89,49.5,6.67,0.62,23.69,7.99,19.0974,72.8743,25.90416666666667,24.2,27.8,82.875,73,93,2.9,8.441666666666666,19.2,255.83333333333331,1006.2,84.375,4782.0,199.25
2022-09-20,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",18.93,62.04,4.8,0.73,23.93,7.29,19.0974,72.8743,25.166666666666668,24.3,26.2,87.625,81,92,15.0,5.8625,13.2,285.5,1005.9791666666666,98.45833333333331,2052.0,85.5
2022-09-21,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17.03,63.08,3.57,0.62,24.35,7.71,19.0974,72.8743,25.183333333333334,24.2,27.0,88.41666666666667,79,94,12.3,6.6375,15.2,269.7916666666667,1005.9625,93.79166666666669,2950.0,122.91666666666669
2022-09-22,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",20.65,74.69,1.76,0.71,23.84,7.96,19.0974,72.8743,24.96666666666667,24.2,25.7,89.45833333333333,84,93,18.0,7.179166666666667,14.4,236.08333333333331,1006.3,99.66666666666669,1496.0,62.333333333333336
2022-09-23,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",20.24,73.6,12.92,0.61,23.94,7.41,19.0974,72.8743,25.941666666666663,24.1,28.1,82.70833333333333,72,93,4.0,10.975,18.7,208.66666666666663,1006.2291666666666,94.33333333333331,5383.0,224.29166666666663
2022-09-24,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",13.95,47.43,9.98,0.46,24.09,6.11,19.0974,72.8743,25.425,24.3,27.2,87.29166666666667,80,93,5.2,10.8625,17.2,203.29166666666663,1005.5916666666668,84.625,5050.0,210.41666666666663
2022-09-25,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",12.38,53.72,8.21,0.44,23.98,6.02,19.0974,72.8743,25.775,24.3,27.4,86.25,78,93,4.7,7.1875,12.1,236.25,1005.4666666666668,63.0,5341.0,222.54166666666663
2022-09-26,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",20.59,111.16,9.51,0.74,24.3,7.55,19.0974,72.8743,25.741666666666664,23.5,27.8,84.875,75,94,3.0,6.854166666666667,14.7,255.41666666666663,1007.1583333333332,57.458333333333336,5679.0,236.625
2022-09-27,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",26.49,127.9,5.87,1.04,23.81,10.91,19.0974,72.8743,25.9625,23.8,28.0,86.5,77,98,0.9,6.4750000000000005,13.1,199.33333333333331,1005.9291666666668,68.75,5004.0,208.5
2022-09-28,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",27.33,100.52,7.07,1.23,23.81,11.25,19.0974,72.8743,26.066666666666663,24.3,28.0,87.08333333333333,77,97,2.3000000000000003,6.9875,15.7,189.04166666666663,1004.9375,72.83333333333333,5546.0,231.08333333333331
2022-09-29,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",30.81,109.05,8.89,1.11,23.63,10.81,19.0974,72.8743,25.941666666666663,24.0,28.0,88.66666666666667,81,96,2.0,6.516666666666667,15.3,219.375,1004.8041666666668,60.75,4917.0,204.875
2022-09-30,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",30.59,117.64,12.24,1.03,23.55,10.81,19.0974,72.8743,26.525,24.4,29.0,88.70833333333333,78,97,2.2,7.695833333333333,15.5,238.75,1005.3,58.16666666666666,5160.0,215.0
2022-10-01,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",28.88,115.36,10.49,0.88,23.79,10.44,19.0974,72.8743,25.97083333333333,23.3,27.9,88.58333333333333,78,98,10.3,7.899999999999999,16.1,227.58333333333331,1005.9916666666668,62.083333333333336,4961.0,206.70833333333331
2022-10-02,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",20.21,103.01,7.34,0.73,23.88,10.2,19.0974,72.8743,26.179166666666664,24.0,28.6,87.375,73,99,0.7000000000000001,7.191666666666666,16.3,256.4166666666667,1006.1583333333332,34.666666666666664,5736.0,239.0
2022-10-03,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",23.47,129.68,15.2,0.71,23.46,8.13,19.0974,72.8743,26.28333333333333,24.2,28.6,87.16666666666667,73,99,0.6000000000000001,9.316666666666666,18.9,272.0,1006.5708333333332,47.75,5805.0,241.875
2022-10-04,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",31.58,169.6,19.1,0.67,24.07,5.68,19.0974,72.8743,26.933333333333334,24.4,29.4,85.58333333333333,73,98,0.0,10.458333333333334,19.7,255.875,1006.4,79.29166666666667,5508.0,229.5
2022-10-05,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",24.75,111.69,19.75,0.51,27.88,5.29,19.0974,72.8743,27.2375,24.9,30.0,87.875,71,98,2.4,8.704166666666667,20.2,221.16666666666663,1005.25,96.20833333333331,5085.0,211.875
2022-10-06,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17.84,83.04,17.82,0.53,28.89,5.23,19.0974,72.8743,27.433333333333334,25.3,29.5,85.70833333333333,72,98,3.5,10.870833333333332,22.1,288.0,1003.5291666666668,93.5,4547.0,189.45833333333331
2022-10-07,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",17.41,51.14,18.25,0.59,25.59,5.91,19.0974,72.8743,25.84583333333333,24.4,27.0,86.79166666666667,78,95,27.7,9.195833333333336,18.1,219.70833333333331,1002.4208333333332,99.625,2422.0,100.91666666666669
2022-10-08,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",10.92,35.98,14.46,0.61,23.94,7.05,19.0974,72.8743,25.820833333333336,24.8,27.3,87.25,79,93,31.9,12.379166666666668,17.6,234.33333333333331,1004.6416666666668,100.0,2329.0,97.04166666666669
2022-10-09,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",14.15,51.04,8.64,0.55,23.86,7.9,19.0974,72.8743,26.7375,25.2,28.9,84.70833333333333,74,94,1.1,8.416666666666666,13.0,217.91666666666663,1006.1791666666668,61.54166666666666,5413.0,225.54166666666663
2022-10-10,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",24.68,104.58,16.79,0.76,24.06,6.49,19.0974,72.8743,26.84583333333333,24.2,29.8,86.41666666666667,72,98,0.2,6.425,12.9,167.58333333333334,1007.0875,88.45833333333333,5391.0,224.625
2022-10-11,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",27.7,119.88,12.49,0.8,24.62,7.16,19.0974,72.8743,26.691666666666663,24.4,29.9,88.29166666666667,77,96,11.1,5.579166666666667,12.4,122.125,1006.0208333333334,86.75,4989.0,207.875
2022-10-12,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",26.3,94.0,11.15,0.94,24.05,9.7,19.0974,72.8743,25.825,24.1,28.3,89.20833333333333,81,96,13.8,5.570833333333333,11.0,133.79166666666666,1006.6791666666668,99.91666666666669,4173.0,173.875
2022-10-13,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",29.15,98.04,14.0,1.21,23.96,10.2,19.0974,72.8743,26.45833333333333,23.9,29.7,89.66666666666667,76,97,2.1,4.625,9.8,113.25,1006.6708333333332,74.25,4999.0,208.29166666666663
2022-10-14,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",24.82,85.35,22.47,0.9,24.24,7.52,19.0974,72.8743,26.541666666666668,24.5,30.5,87.125,69,97,14.5,5.891666666666667,10.8,127.625,1006.5916666666668,78.20833333333333,4956.0,206.5
2022-10-15,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",31.13,150.56,17.73,1.03,24.23,8.26,19.0974,72.8743,27.441666666666663,24.0,31.9,76.375,51,94,0.8999999999999999,7.683333333333334,13.4,129.45833333333334,1005.4875,17.083333333333332,5704.0,237.66666666666663
2022-10-16,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",37.11,188.71,24.19,0.86,26.68,7.24,19.0974,72.8743,27.675,24.6,32.0,67.41666666666667,52,85,0.0,11.733333333333334,15.6,131.625,1006.5,41.5,5736.0,239.0
2022-10-17,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",32.3,146.44,21.8,0.79,24.67,7.45,19.0974,72.8743,27.1875,25.0,29.9,81.75,70,94,6.4,9.395833333333334,15.0,128.33333333333334,1008.0708333333332,85.20833333333333,5040.0,210.0
2022-10-18,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",26.2,103.83,17.77,0.68,26.53,7.06,19.0974,72.8743,26.054166666666664,24.5,27.6,88.875,80,98,7.4,8.004166666666666,16.9,164.29166666666666,1008.2583333333332,98.45833333333331,3305.0,137.70833333333334
2022-10-19,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",27.64,118.46,34.92,0.83,26.03,7.67,19.0974,72.8743,26.504166666666663,24.6,29.5,88.08333333333333,77,95,4.4,5.995833333333334,9.9,184.08333333333331,1007.6916666666666,83.58333333333333,4842.0,201.75
2022-10-20,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",40.85,185.11,32.57,1.0,24.32,9.27,19.0974,72.8743,26.679166666666664,24.1,29.6,87.875,74,98,0.7000000000000001,5.316666666666666,11.9,147.33333333333334,1008.0166666666668,41.958333333333336,5187.0,216.125
2022-10-21,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",44.27,200.07,33.54,1.17,24.95,9.7,19.0974,72.8743,26.925,24.7,30.8,85.20833333333333,68,95,3.8,6.291666666666667,9.7,120.54166666666669,1009.2875,22.375,5059.0,210.79166666666663
2022-10-22,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",42.59,207.26,32.52,0.87,24.63,9.34,19.0974,72.8743,27.058333333333334,24.7,30.4,80.91666666666667,68,96,1.3,8.245833333333334,17.7,135.20833333333334,1010.3333333333334,17.0,5167.0,215.29166666666663
2022-10-23,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",56.94,285.15,35.51,1.06,27.18,9.19,19.0974,72.8743,26.304166666666664,22.7,31.4,66.79166666666667,45,78,0.0,8.379166666666666,13.8,116.08333333333331,1010.2333333333332,0.0,5830.0,242.91666666666663
2022-10-24,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",70.7,207.87,38.84,1.03,29.71,9.15,19.0974,72.8743,25.4375,20.4,30.6,70.66666666666667,45,91,0.0,7.466666666666666,12.5,191.91666666666663,1008.3916666666668,0.0,5835.0,243.125
2022-10-25,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",127.06,257.33,40.24,1.31,27.74,9.73,19.0974,72.8743,25.375,21.3,30.0,76.91666666666667,56,92,0.0,7.475,13.1,160.58333333333334,1008.5083333333332,0.1666666666666666,5783.0,240.95833333333331
2022-10-26,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",70.62,298.12,45.49,1.2,27.55,8.18,19.0974,72.8743,25.23333333333333,20.9,30.5,74.29166666666667,50,91,0.0,8.7125,14.8,167.0,1009.8625,0.0416666666666666,5758.0,239.91666666666663
2022-10-27,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",68.78,292.24,54.95,1.14,28.23,6.59,19.0974,72.8743,25.258333333333336,21.1,30.6,71.58333333333333,48,88,0.0,8.054166666666667,13.6,162.16666666666666,1009.6791666666668,4.291666666666667,5697.0,237.375
2022-10-28,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",59.48,251.33,54.67,1.02,30.11,7.07,19.0974,72.8743,25.620833333333334,20.6,31.1,67.95833333333333,38,89,0.0,7.804166666666667,11.4,122.83333333333331,1009.0916666666668,1.4583333333333333,5684.0,236.83333333333331
2022-10-29,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",52.62,260.18,45.35,0.9,30.47,6.75,19.0974,72.8743,25.566666666666663,20.5,31.8,61.16666666666666,32,84,0.0,8.4125,11.8,99.04166666666669,1008.95,0.1666666666666666,5699.0,237.45833333333331
2022-10-30,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",40.81,185.34,53.56,0.71,33.87,5.51,19.0974,72.8743,25.59583333333333,20.3,31.8,59.5,36,73,0.0,9.958333333333334,14.6,151.79166666666666,1009.1875,0.0,5692.0,237.16666666666663
2022-10-31,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",51.31,249.2,35.2,1.04,31.36,5.9,19.0974,72.8743,25.370833333333334,20.5,31.8,61.04166666666666,31,80,0.0,9.220833333333331,16.6,140.45833333333334,1008.7875,0.0,5619.0,234.125
2022-11-01,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",60.26,303.34,34.23,1.09,37.79,6.06,19.0974,72.8743,25.40416666666667,21.0,31.5,57.833333333333336,29,76,0.0,9.366666666666667,16.4,101.70833333333331,1009.4875,0.0,5639.0,234.95833333333331
2022-11-02,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",58.41,228.07,37.05,1.17,34.07,6.51,19.0974,72.8743,25.566666666666663,21.1,31.6,64.5,43,77,0.0,10.454166666666667,15.5,142.0,1008.7916666666666,0.0,5477.0,228.20833333333331
2022-11-03,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",49.64,228.07,36.16,0.98,33.43,6.42,19.0974,72.8743,26.02083333333333,20.6,33.3,56.79166666666666,33,74,0.0,11.254166666666668,14.6,95.41666666666669,1008.425,0.0,5620.0,234.16666666666663
