date,station,pm25,pm10,no2,co,o3,so2,latitude,longitude,temperature_2m_mean,temperature_2m_min,temperature_2m_max,relative_humidity_2m_mean,relative_humidity_2m_min,relative_humidity_2m_max,precipitation_sum,wind_speed_10m_mean,wind_speed_10m_max,wind_direction_10m_mean,surface_pressure_mean,cloud_cover_mean,shortwave_radiation_sum,shortwave_radiation_mean
2021-09-29,"Powai, Mumbai - MPCB",23.1,30.02,9.88,0.91,12.31,6.12,19.1176,72.906,26.0,24.9,27.7,91.41666666666669,83,96,31.3,17.833333333333332,21.6,209.33333333333331,999.6541666666668,100.0,2867.0,119.45833333333331
2021-09-30,"Powai, Mumbai - MPCB",18.26,34.25,8.4,0.96,8.09,6.33,19.1176,72.906,26.28333333333333,24.6,28.5,89.95833333333333,79,96,3.4000000000000004,14.0375,19.3,187.83333333333331,1002.975,76.70833333333333,4658.0,194.08333333333331
2021-10-01,"Powai, Mumbai - MPCB",23.77,51.97,7.81,1.08,8.48,6.57,19.1176,72.906,26.9375,24.2,30.2,88.375,73,99,1.3,6.4,13.4,198.83333333333331,1003.85,52.833333333333336,5520.0,230.0
2021-10-02,"Powai, Mumbai - MPCB",26.99,53.75,5.98,1.0,7.56,5.28,19.1176,72.906,26.73333333333333,24.5,29.2,90.91666666666669,80,99,1.1,4.966666666666667,12.7,214.66666666666663,1003.4791666666666,89.5,3341.0,139.20833333333334
2021-10-03,"Powai, Mumbai - MPCB",34.29,57.23,8.18,1.04,24.22,4.81,19.1176,72.906,27.42083333333333,24.1,31.6,87.95833333333333,68,99,1.1,6.295833333333333,13.3,207.20833333333331,1002.8208333333332,62.04166666666666,5646.0,235.25
2021-10-04,"Powai, Mumbai - MPCB",37.04,60.6,10.24,1.08,18.34,4.93,19.1176,72.906,27.954166666666666,25.0,31.8,87.04166666666667,69,99,0.7,6.933333333333334,13.5,260.75,1002.2916666666666,50.083333333333336,5671.0,236.29166666666663
2021-10-05,"Powai, Mumbai - MPCB",30.65,53.31,11.99,1.05,16.96,4.98,19.1176,72.906,28.0875,25.4,32.3,86.79166666666667,66,99,1.0,6.925,14.0,173.91666666666666,1002.375,58.04166666666666,4837.0,201.54166666666663
2021-10-06,"Powai, Mumbai - MPCB",30.71,55.48,16.63,1.12,24.67,5.31,19.1176,72.906,28.275,25.7,32.5,86.70833333333333,67,97,4.6,5.0,10.0,188.125,1001.6458333333334,81.16666666666667,4932.0,205.5
2021-10-07,"Powai, Mumbai - MPCB",27.69,45.72,12.53,1.18,13.75,5.22,19.1176,72.906,28.433333333333334,25.6,32.9,85.41666666666667,61,99,3.3000000000000003,5.0625,11.4,129.79166666666666,1000.9208333333332,51.083333333333336,5478.0,228.25
2021-10-08,"Powai, Mumbai - MPCB",23.54,49.32,8.64,1.23,10.21,5.22,19.1176,72.906,26.96666666666667,24.8,30.3,88.0,75,97,11.9,7.054166666666667,13.3,160.375,1002.15,92.33333333333331,4268.0,177.83333333333334
2021-10-09,"Powai, Mumbai - MPCB",20.24,42.1,8.94,1.18,8.17,5.22,19.1176,72.906,26.625,24.8,29.0,89.79166666666667,81,96,12.9,5.354166666666667,11.3,155.5,1003.5375,92.70833333333331,2868.0,119.5
2021-10-10,"Powai, Mumbai - MPCB",25.45,49.79,7.65,1.19,9.05,5.22,19.1176,72.906,26.995833333333334,25.0,30.1,88.25,76,97,8.4,4.520833333333333,9.6,189.29166666666663,1003.5041666666666,71.16666666666667,4665.0,194.375
2021-10-11,"Powai, Mumbai - MPCB",35.05,54.09,7.03,1.32,8.46,5.22,19.1176,72.906,26.64583333333333,24.7,30.3,89.625,74,97,17.0,4.2125,12.4,202.91666666666663,1002.0625,73.625,4482.0,186.75
2021-10-12,"Powai, Mumbai - MPCB",47.23,72.84,8.67,1.38,9.65,5.22,19.1176,72.906,27.55,24.4,31.5,85.70833333333333,67,99,0.7,4.591666666666667,10.0,178.125,1001.4041666666668,57.833333333333336,5298.0,220.75
2021-10-13,"Powai, Mumbai - MPCB",51.91,84.5,10.42,1.33,11.57,35.93,19.1176,72.906,27.95833333333333,24.7,32.2,83.04166666666667,63,95,0.7,4.533333333333333,8.1,179.66666666666666,1001.025,73.5,5583.0,232.625
2021-10-14,"Powai, Mumbai - MPCB",64.14,104.67,10.07,1.37,22.98,22.24,19.1176,72.906,28.683333333333334,24.6,34.0,74.5,44,97,0.0,7.654166666666666,18.8,158.33333333333334,1000.5708333333332,78.33333333333333,5604.0,233.5
2021-10-15,"Powai, Mumbai - MPCB",64.07,118.86,13.12,1.2,39.52,4.14,19.1176,72.906,28.27916666666667,23.9,34.0,63.875,42,81,0.0,9.391666666666667,15.6,142.29166666666666,998.6083333333332,47.66666666666666,5763.0,240.125
2021-10-16,"Powai, Mumbai - MPCB",45.16,101.53,12.07,1.05,73.57,3.65,19.1176,72.906,27.416666666666668,23.3,33.6,66.375,40,82,0.0,8.129166666666666,16.2,181.375,997.8791666666666,22.041666666666668,5911.0,246.29166666666663
2021-10-17,"Powai, Mumbai - MPCB",62.1,131.96,17.85,1.27,64.71,3.81,19.1176,72.906,26.879166666666663,22.5,31.7,74.20833333333333,54,90,0.0,8.2125,14.4,248.16666666666663,998.9,28.75,5724.0,238.5
2021-10-18,"Powai, Mumbai - MPCB",35.1,88.07,12.61,1.07,38.95,3.41,19.1176,72.906,27.291666666666668,23.1,31.0,80.54166666666667,61,100,0.5,9.179166666666667,17.4,239.95833333333331,1002.0708333333332,16.166666666666668,5549.0,231.20833333333331
2021-10-19,"Powai, Mumbai - MPCB",33.36,77.66,11.09,1.06,29.83,3.37,19.1176,72.906,26.7625,24.2,29.9,80.95833333333333,65,95,2.5,6.55,12.1,247.25,1005.8916666666668,43.0,5135.0,213.95833333333331
2021-10-20,"Powai, Mumbai - MPCB",34.02,73.54,11.18,0.98,32.51,2.87,19.1176,72.906,26.129166666666663,22.9,31.3,82.83333333333333,55,100,0.0,7.920833333333333,16.1,166.79166666666666,1007.8125,24.5,5694.0,237.25
2021-10-21,"Powai, Mumbai - MPCB",52.48,101.45,17.45,1.14,53.01,3.17,19.1176,72.906,26.729166666666668,22.3,33.2,75.95833333333333,38,97,0.0,7.404166666666666,13.5,163.75,1007.5208333333334,2.833333333333333,5764.0,240.16666666666663
2021-10-22,"Powai, Mumbai - MPCB",54.92,99.67,17.36,1.17,37.84,3.2,19.1176,72.906,26.71666666666667,21.2,33.2,70.375,38,94,0.0,7.095833333333334,12.1,154.08333333333334,1007.4041666666668,18.625,5810.0,242.08333333333331
2021-10-23,"Powai, Mumbai - MPCB",44.55,74.11,11.06,1.05,39.07,3.13,19.1176,72.906,26.0875,21.6,32.4,75.0,41,95,0.0,8.5,14.9,160.75,1007.7625,0.0,5679.0,236.625
2021-10-24,"Powai, Mumbai - MPCB",44.55,74.11,11.06,1.05,39.07,3.13,19.1176,72.906,25.525,21.8,30.8,79.25,55,96,0.0,7.645833333333333,14.5,184.875,1008.4041666666668,29.666666666666668,5295.0,220.625
2021-10-25,"Powai, Mumbai - MPCB",20.62,49.26,8.23,0.94,47.85,3.02,19.1176,72.906,25.84166666666667,21.7,31.6,77.29166666666667,46,96,0.0,8.454166666666667,17.7,157.0,1007.525,7.208333333333333,5544.0,231.0
2021-10-26,"Powai, Mumbai - MPCB",47.04,84.01,15.0,1.14,42.54,3.32,19.1176,72.906,26.9125,21.3,33.6,69.04166666666667,31,95,0.0,7.55,12.6,175.95833333333334,1005.8916666666668,3.5,5533.0,230.54166666666663
2021-10-27,"Powai, Mumbai - MPCB",47.89,89.62,20.57,1.18,46.42,3.44,19.1176,72.906,27.191666666666663,21.8,34.3,61.29166666666666,27,90,0.0,10.554166666666667,17.4,144.45833333333334,1006.2291666666666,9.0,5491.0,228.79166666666663
2021-10-28,"Powai, Mumbai - MPCB",47.89,89.62,20.57,1.18,46.42,3.44,19.1176,72.906,27.454166666666666,21.9,34.0,56.41666666666666,29,73,0.0,12.025,18.1,136.66666666666666,1006.7125,9.083333333333334,4937.0,205.70833333333331
2021-10-29,"Powai, Mumbai - MPCB",31.94,90.7,12.16,1.37,28.06,3.44,19.1176,72.906,27.54583333333333,23.1,33.7,42.875,21,60,0.0,12.483333333333334,16.4,90.41666666666669,1007.7666666666668,62.54166666666666,5707.0,237.79166666666663
2021-10-30,"Powai, Mumbai - MPCB",50.98,110.48,16.06,1.37,29.07,3.44,19.1176,72.906,27.695833333333336,23.0,34.3,41.083333333333336,28,53,0.0,12.2625,15.3,127.58333333333331,1007.9666666666668,83.58333333333333,5382.0,224.25
2021-10-31,"Powai, Mumbai - MPCB",65.81,124.66,17.11,1.52,31.78,3.44,19.1176,72.906,27.84166666666667,23.6,34.5,48.54166666666666,35,69,0.0,9.8375,14.8,138.29166666666666,1006.9458333333332,32.666666666666664,5417.0,225.70833333333331
2021-11-01,"Powai, Mumbai - MPCB",89.68,154.91,19.85,1.78,30.93,3.44,19.1176,72.906,27.15416666666667,21.3,34.1,64.45833333333333,39,85,0.0,7.425,13.7,159.08333333333334,1005.6291666666666,72.83333333333333,5282.0,220.08333333333331
2021-11-02,"Powai, Mumbai - MPCB",86.97,130.44,17.1,1.5,73.44,5.11,19.1176,72.906,27.808333333333334,22.4,34.9,63.75,37,83,0.0,7.591666666666666,12.7,131.91666666666666,1005.1833333333334,73.83333333333333,5073.0,211.375
2021-11-03,"Powai, Mumbai - MPCB",75.54,121.88,19.99,1.45,64.16,4.67,19.1176,72.906,28.229166666666668,22.8,35.4,55.16666666666666,32,79,0.0,10.083333333333334,20.2,147.20833333333334,1005.2083333333334,55.208333333333336,5342.0,222.58333333333331
2021-11-04,"Powai, Mumbai - MPCB",89.04,134.99,17.43,1.47,77.35,11.43,19.1176,72.906,28.4875,24.0,34.6,54.75,39,73,0.1,8.058333333333334,14.2,152.125,1004.8625,88.70833333333333,5026.0,209.41666666666663
2021-11-05,"Powai, Mumbai - MPCB",112.41,152.8,18.45,1.59,56.92,17.38,19.1176,72.906,28.508333333333336,24.7,34.4,64.70833333333333,44,88,0.4,8.5,12.8,153.08333333333334,1004.7,82.0,4663.0,194.29166666666663
2021-11-06,"Powai, Mumbai - MPCB",59.94,85.06,16.05,1.51,20.91,17.3,19.1176,72.906,26.725,23.3,33.3,78.54166666666667,46,94,2.0,6.733333333333333,11.8,136.16666666666666,1004.1958333333332,94.375,4104.0,171.0
2021-11-07,"Powai, Mumbai - MPCB",64.91,90.57,16.96,1.5,44.03,13.23,19.1176,72.906,26.45,23.3,29.8,73.29166666666667,55,93,0.0,7.170833333333333,10.5,175.66666666666666,1003.6875,96.91666666666669,2125.0,88.54166666666667
2021-11-08,"Powai, Mumbai - MPCB",91.09,135.9,18.42,1.5,62.85,2.95,19.1176,72.906,26.7375,22.5,33.5,66.41666666666667,36,90,0.0,8.458333333333334,14.3,162.08333333333334,1005.175,36.208333333333336,5163.0,215.125
2021-11-09,"Powai, Mumbai - MPCB",78.75,129.35,25.59,1.51,56.4,4.75,19.1176,72.906,25.79583333333333,20.1,33.6,56.91666666666666,26,89,0.0,9.041666666666666,13.2,123.54166666666669,1006.1833333333334,36.16666666666666,5318.0,221.58333333333331
2021-11-10,"Powai, Mumbai - MPCB",75.2,125.03,18.89,1.5,71.43,4.64,19.1176,72.906,25.691666666666663,20.3,33.2,51.875,28,71,0.0,10.479166666666666,15.6,133.375,1005.5166666666668,92.79166666666669,5260.0,219.16666666666663
2021-11-11,"Powai, Mumbai - MPCB",79.36,130.56,20.24,1.53,68.87,5.07,19.1176,72.906,25.954166666666666,20.3,33.0,44.25,27,70,0.0,11.829166666666666,15.8,81.16666666666667,1004.0291666666668,88.45833333333333,5235.0,218.125
2021-11-12,"Powai, Mumbai - MPCB",80.86,127.15,23.23,1.53,72.3,6.15,19.1176,72.906,26.370833333333334,20.8,33.5,44.54166666666666,28,58,0.0,10.958333333333334,17.9,111.79166666666669,1003.5458333333332,75.29166666666667,4912.0,204.66666666666663
2021-11-13,"Powai, Mumbai - MPCB",89.41,136.96,18.37,1.59,87.99,7.8,19.1176,72.906,27.6125,22.8,34.6,53.625,38,73,0.0,10.625,16.6,150.20833333333334,1003.3583333333332,64.95833333333333,5025.0,209.375
2021-11-14,"Powai, Mumbai - MPCB",92.56,136.26,18.7,1.65,67.15,9.08,19.1176,72.906,28.225,23.6,34.7,61.91666666666666,42,76,0.1,9.55,16.1,178.125,1003.0083333333332,68.04166666666667,4845.0,201.875
2021-11-15,"Powai, Mumbai - MPCB",97.73,147.02,20.23,1.66,45.15,10.13,19.1176,72.906,28.320833333333336,23.9,34.8,60.958333333333336,42,76,0.0,11.033333333333331,19.4,153.625,1001.6958333333332,77.45833333333333,4854.0,202.25
2021-11-16,"Powai, Mumbai - MPCB",94.36,134.79,15.03,1.58,37.5,10.99,19.1176,72.906,28.73333333333333,24.0,35.5,63.25,40,80,0.0,9.2625,16.7,146.25,1001.1125,97.04166666666669,4553.0,189.70833333333331
2021-11-17,"Powai, Mumbai - MPCB",66.41,97.14,13.95,1.16,18.54,11.27,19.1176,72.906,27.808333333333334,24.0,34.4,73.66666666666667,47,97,5.9,5.6875,10.4,120.5,1002.8125,98.95833333333331,3068.0,127.83333333333331
2021-11-18,"Powai, Mumbai - MPCB",39.36,60.2,7.03,0.62,8.98,9.37,19.1176,72.906,26.29583333333333,23.3,31.3,85.25,62,99,15.4,5.891666666666667,10.0,187.70833333333331,1003.2041666666668,78.25,4291.0,178.79166666666666
2021-11-19,"Powai, Mumbai - MPCB",44.89,73.06,7.71,0.55,9.47,7.13,19.1176,72.906,26.929166666666664,23.2,33.0,82.5,52,99,6.6,5.854166666666667,10.8,144.95833333333334,1000.9708333333332,74.08333333333333,4580.0,190.83333333333331
2021-11-20,"Powai, Mumbai - MPCB",46.45,72.35,7.04,0.55,8.01,7.81,19.1176,72.906,27.8125,24.0,33.5,77.79166666666667,52,96,1.1,6.7625,10.3,66.125,1000.2166666666668,87.20833333333333,4463.0,185.95833333333331
2021-11-21,"Powai, Mumbai - MPCB",21.95,43.92,8.99,0.45,7.0,8.49,19.1176,72.906,27.629166666666663,24.9,33.8,79.25,54,95,7.8,8.049999999999999,14.1,99.83333333333331,1002.9541666666668,95.125,4110.0,171.25
2021-11-22,"Powai, Mumbai - MPCB",30.41,47.02,5.2,0.49,6.05,9.08,19.1176,72.906,26.383333333333336,24.4,29.7,87.375,68,98,5.1000000000000005,5.545833333333333,9.5,196.45833333333331,1006.2916666666666,69.75,3523.0,146.79166666666666
2021-11-23,"Powai, Mumbai - MPCB",29.32,51.82,7.27,0.43,18.89,10.44,19.1176,72.906,27.041666666666668,23.6,31.7,85.70833333333333,65,99,0.5,6.616666666666667,14.9,139.75,1005.6875,29.541666666666668,4438.0,184.91666666666663
2021-11-24,"Powai, Mumbai - MPCB",65.74,95.48,8.06,0.51,9.85,12.43,19.1176,72.906,28.0,24.5,33.2,78.08333333333333,54,96,0.0,6.716666666666666,13.5,199.83333333333331,1005.3791666666666,40.66666666666666,4562.0,190.08333333333331
2021-11-25,"Powai, Mumbai - MPCB",67.04,104.84,14.37,0.42,23.75,8.48,19.1176,72.906,28.02916666666667,24.1,33.9,69.83333333333333,47,91,0.0,7.979166666666667,13.8,154.0,1005.9416666666666,45.125,4708.0,196.16666666666663
2021-11-26,"Powai, Mumbai - MPCB",63.61,99.82,18.23,0.39,32.67,5.35,19.1176,72.906,27.1,22.5,33.5,68.33333333333333,39,88,0.0,7.020833333333333,11.6,151.83333333333334,1006.4958333333334,27.08333333333333,4872.0,203.0
2021-11-27,"Powai, Mumbai - MPCB",68.06,101.7,18.56,0.39,31.84,3.82,19.1176,72.906,26.475,21.1,33.7,69.75,32,94,0.0,7.779166666666666,12.4,148.125,1006.4208333333332,87.33333333333333,4867.0,202.79166666666663
2021-11-28,"Powai, Mumbai - MPCB",70.38,114.35,22.3,0.47,33.66,3.02,19.1176,72.906,25.620833333333334,20.8,32.8,59.5,27,90,0.0,8.049999999999999,10.5,87.29166666666667,1007.0291666666668,84.54166666666667,4768.0,198.66666666666663
2021-11-29,"Powai, Mumbai - MPCB",62.77,105.44,22.79,0.34,40.15,2.57,19.1176,72.906,25.58333333333333,20.0,32.6,55.41666666666666,40,68,0.0,8.816666666666666,12.3,94.625,1007.1375,94.125,4459.0,185.79166666666663
2021-11-30,"Powai, Mumbai - MPCB",78.76,131.74,26.37,0.51,33.46,2.27,19.1176,72.906,26.929166666666664,22.7,33.1,57.583333333333336,39,71,0.0,8.395833333333334,13.3,111.29166666666669,1006.3083333333334,93.45833333333331,3070.0,127.91666666666669
2021-12-01,"Powai, Mumbai - MPCB",68.47,96.41,20.6,0.53,26.3,2.1,19.1176,72.906,22.620833333333334,20.1,24.9,80.16666666666667,61,94,39.8,9.483333333333333,18.9,83.29166666666667,1006.3458333333332,100.0,857.0,35.708333333333336
2021-12-02,"Powai, Mumbai - MPCB",47.12,63.18,21.59,0.47,20.74,3.66,19.1176,72.906,21.95833333333333,19.0,25.3,89.875,83,97,46.5,10.2875,24.2,103.125,1005.1833333333334,100.0,1792.0,74.66666666666667
2021-12-03,"Powai, Mumbai - MPCB",52.24,75.54,15.75,0.58,19.9,1.9,19.1176,72.906,23.995833333333334,21.4,27.9,89.66666666666667,71,100,1.4,5.2125,9.3,152.75,1006.4708333333332,53.25,3373.0,140.54166666666666
2021-12-04,"Powai, Mumbai - MPCB",54.24,90.48,17.68,0.64,16.89,1.85,19.1176,72.906,23.95,20.4,28.6,87.58333333333333,66,100,0.4,5.658333333333334,10.8,104.5,1007.025,32.958333333333336,4288.0,178.66666666666666
2021-12-05,"Powai, Mumbai - MPCB",58.39,90.48,16.81,0.58,15.31,1.83,19.1176,72.906,23.2875,19.8,27.6,88.58333333333333,66,100,0.1,5.820833333333333,9.2,160.33333333333334,1007.5375,58.083333333333336,3923.0,163.45833333333334
2021-12-06,"Powai, Mumbai - MPCB",70.78,90.48,14.09,0.53,30.8,1.85,19.1176,72.906,24.329166666666666,20.2,30.0,79.125,47,100,0.0,7.295833333333333,13.8,118.0,1007.2958333333332,24.291666666666668,4514.0,188.08333333333331
2021-12-07,"Powai, Mumbai - MPCB",106.14,157.05,18.78,0.65,49.35,1.86,19.1176,72.906,25.3875,21.1,30.9,69.83333333333333,49,86,0.0,9.866666666666667,12.1,107.79166666666669,1007.4041666666668,11.5,4413.0,183.875
2021-12-08,"Powai, Mumbai - MPCB",105.03,158.87,22.69,0.66,57.94,1.86,19.1176,72.906,25.52916666666667,21.3,31.6,64.20833333333333,37,81,0.0,9.3,13.6,116.79166666666669,1007.5875,25.041666666666668,4547.0,189.45833333333331
2021-12-09,"Powai, Mumbai - MPCB",100.16,142.81,19.89,0.64,48.87,1.84,19.1176,72.906,25.84166666666667,22.3,31.7,62.833333333333336,36,79,0.0,9.120833333333334,12.6,110.16666666666669,1008.9625,11.541666666666666,4431.0,184.625
2021-12-10,"Powai, Mumbai - MPCB",90.3,137.11,19.05,0.6,45.93,1.82,19.1176,72.906,25.766666666666666,21.4,32.0,65.08333333333333,43,78,0.0,9.608333333333333,14.5,136.66666666666666,1009.475,9.125,4397.0,183.20833333333331
2021-12-11,"Powai, Mumbai - MPCB",86.24,137.26,21.14,0.6,45.93,1.78,19.1176,72.906,25.4625,21.6,32.3,66.58333333333333,40,81,0.0,9.166666666666666,12.2,135.91666666666666,1009.0208333333334,32.458333333333336,4515.0,188.125
2021-12-12,"Powai, Mumbai - MPCB",86.54,126.49,19.0,0.59,36.8,1.74,19.1176,72.906,24.89583333333333,20.4,32.1,69.41666666666667,34,91,0.0,8.108333333333333,11.7,130.29166666666666,1008.9291666666668,26.95833333333333,4631.0,192.95833333333331
2021-12-13,"Powai, Mumbai - MPCB",75.75,113.93,20.91,0.59,31.09,1.83,19.1176,72.906,24.0875,19.6,30.9,69.29166666666667,43,87,0.0,7.004166666666666,11.0,153.20833333333334,1008.4166666666666,21.125,4599.0,191.625
2021-12-14,"Powai, Mumbai - MPCB",60.8,91.86,20.15,0.45,55.94,1.84,19.1176,72.906,23.079166666666666,17.6,29.8,71.625,44,92,0.0,8.441666666666666,13.6,154.91666666666666,1008.2416666666668,63.79166666666666,4600.0,191.66666666666663
2021-12-15,"Powai, Mumbai - MPCB",99.89,140.69,22.96,1.01,68.63,1.86,19.1176,72.906,22.804166666666664,18.5,29.0,77.58333333333333,52,96,0.0,7.229166666666667,11.6,188.91666666666663,1008.3458333333332,92.79166666666669,4450.0,185.41666666666663
2021-12-16,"Powai, Mumbai - MPCB",118.05,167.77,23.0,1.16,59.76,1.84,19.1176,72.906,23.3125,18.6,29.7,79.16666666666667,53,98,0.0,6.7,12.8,165.41666666666666,1009.2375,57.875,4386.0,182.75
2021-12-17,"Powai, Mumbai - MPCB",113.94,164.32,26.39,0.98,61.56,1.84,19.1176,72.906,23.633333333333336,18.9,29.9,73.04166666666667,47,92,0.0,7.329166666666667,13.2,202.125,1009.675,59.875,4453.0,185.54166666666663
2021-12-18,"Powai, Mumbai - MPCB",116.62,165.87,21.15,0.92,65.53,1.85,19.1176,72.906,23.5,18.0,30.8,70.0,36,94,0.0,8.541666666666666,12.9,151.70833333333334,1009.5125,13.333333333333334,4596.0,191.5
2021-12-19,"Powai, Mumbai - MPCB",104.28,146.4,21.51,0.83,76.78,1.87,19.1176,72.906,23.48333333333333,18.7,30.7,65.95833333333333,36,84,0.0,8.845833333333333,12.9,131.70833333333334,1009.9916666666668,0.0,4654.0,193.91666666666663
2021-12-20,"Powai, Mumbai - MPCB",110.81,161.54,21.57,0.82,80.04,1.88,19.1176,72.906,22.9875,17.5,30.8,67.70833333333333,33,91,0.0,8.141666666666667,12.1,147.125,1009.8875,1.75,4664.0,194.33333333333331
2021-12-21,"Powai, Mumbai - MPCB",119.72,173.58,31.6,0.96,68.22,1.88,19.1176,72.906,22.791666666666668,16.6,30.3,70.75,38,95,0.0,6.625,11.9,140.125,1009.6416666666668,9.583333333333334,4635.0,193.125
2021-12-22,"Powai, Mumbai - MPCB",114.35,167.22,28.91,0.96,64.03,1.87,19.1176,72.906,22.604166666666668,16.0,30.0,74.75,41,99,0.0,6.55,10.5,211.58333333333331,1008.2875,14.416666666666666,4622.0,192.58333333333331
2021-12-23,"Powai, Mumbai - MPCB",104.04,151.69,20.76,0.85,79.11,1.91,19.1176,72.906,21.829166666666666,16.0,30.3,75.0,41,97,0.0,7.595833333333334,11.3,131.5,1007.8416666666668,0.0,4662.0,194.25
2021-12-24,"Powai, Mumbai - MPCB",62.37,100.44,16.78,0.64,66.79,1.89,19.1176,72.906,20.966666666666665,15.9,28.1,82.5,46,100,0.0,7.725,13.4,171.79166666666666,1008.2916666666666,18.70833333333333,4668.0,194.5
2021-12-25,"Powai, Mumbai - MPCB",62.18,100.83,20.31,0.72,56.94,1.88,19.1176,72.906,21.35833333333333,16.7,28.2,81.875,48,100,0.0,6.891666666666667,12.6,152.95833333333334,1009.0166666666668,39.083333333333336,4481.0,186.70833333333331
2021-12-26,"Powai, Mumbai - MPCB",97.9,148.71,19.04,0.83,63.96,1.9,19.1176,72.906,22.429166666666664,17.0,30.1,77.16666666666667,44,99,0.0,7.833333333333333,14.3,167.95833333333334,1009.4875,44.5,4593.0,191.375
2021-12-27,"Powai, Mumbai - MPCB",95.79,162.84,23.3,0.86,59.21,1.91,19.1176,72.906,22.9625,16.7,31.4,70.25,36,90,0.0,7.475,10.8,126.91666666666669,1009.1291666666666,41.91666666666666,4597.0,191.54166666666663
2021-12-28,"Powai, Mumbai - MPCB",94.91,158.1,26.7,0.95,66.15,1.91,19.1176,72.906,22.8375,16.9,30.0,71.95833333333333,42,94,0.0,8.258333333333333,15.6,267.5416666666667,1008.5083333333332,21.125,4554.0,189.75
2021-12-29,"Powai, Mumbai - MPCB",56.14,100.34,17.66,0.6,54.68,1.92,19.1176,72.906,22.641666666666666,17.9,29.0,64.0,35,82,0.0,9.904166666666669,12.9,148.04166666666666,1008.775,11.291666666666666,4628.0,192.83333333333331
2021-12-30,"Powai, Mumbai - MPCB",87.48,143.48,20.74,0.72,62.75,1.93,19.1176,72.906,23.2625,18.1,31.2,64.33333333333333,39,78,0.0,9.625,15.1,138.625,1009.5583333333334,18.416666666666668,4528.0,188.66666666666663
2021-12-31,"Powai, Mumbai - MPCB",86.66,140.21,23.05,0.73,58.25,1.94,19.1176,72.906,24.891666666666666,20.0,32.3,64.625,36,83,0.0,9.5625,12.9,136.66666666666666,1010.475,9.208333333333334,4462.0,185.91666666666663
2022-01-01,"Powai, Mumbai - MPCB",73.07,114.21,15.92,0.68,66.87,1.94,19.1176,72.906,24.741666666666664,19.3,32.2,62.583333333333336,36,80,0.0,8.633333333333333,11.2,138.70833333333334,1010.8583333333332,27.75,4411.0,183.79166666666663
2022-01-02,"Powai, Mumbai - MPCB",78.46,117.6,20.21,0.87,61.25,1.95,19.1176,72.906,24.691666666666663,19.5,31.8,63.708333333333336,40,80,0.0,8.154166666666667,11.7,137.25,1009.6041666666666,7.541666666666667,4445.0,185.20833333333331
2022-01-03,"Powai, Mumbai - MPCB",78.29,124.45,22.19,0.83,72.61,1.98,19.1176,72.906,25.008333333333336,20.7,32.4,66.41666666666667,37,85,0.0,8.275,12.4,143.125,1008.9833333333332,44.708333333333336,4303.0,179.29166666666666
2022-01-04,"Powai, Mumbai - MPCB",87.3,136.75,23.99,0.86,89.4,1.98,19.1176,72.906,24.84166666666667,19.5,32.5,70.0,35,94,0.0,7.366666666666667,12.9,162.75,1008.9041666666668,9.833333333333334,4594.0,191.41666666666663
2022-01-05,"Powai, Mumbai - MPCB",111.0,165.9,29.83,1.11,67.21,2.03,19.1176,72.906,24.3375,19.2,30.3,76.54166666666667,47,97,0.0,6.3625,13.8,191.70833333333331,1008.4791666666666,8.791666666666666,4588.0,191.16666666666663
2022-01-06,"Powai, Mumbai - MPCB",79.17,113.25,15.3,0.74,52.74,1.97,19.1176,72.906,23.370833333333334,19.6,29.3,78.91666666666667,50,100,0.0,7.8,13.9,187.04166666666663,1008.0375,26.666666666666668,4496.0,187.33333333333331
2022-01-07,"Powai, Mumbai - MPCB",106.92,151.46,23.87,0.92,56.31,2.01,19.1176,72.906,22.8875,18.2,29.0,78.33333333333333,47,98,0.0,7.025,13.7,161.16666666666666,1007.45,15.75,4332.0,180.5
2022-01-08,"Powai, Mumbai - MPCB",72.83,112.76,24.22,0.79,39.23,1.99,19.1176,72.906,22.0625,19.8,25.2,85.95833333333333,68,98,2.1,5.283333333333333,10.0,139.04166666666666,1008.7541666666666,64.54166666666667,2894.0,120.58333333333331
2022-01-09,"Powai, Mumbai - MPCB",25.93,50.74,9.86,0.45,72.57,1.99,19.1176,72.906,21.266666666666666,17.0,26.6,56.75,33,96,0.0,10.408333333333331,16.3,325.7083333333333,1008.7625,4.958333333333333,4841.0,201.70833333333331
2022-01-10,"Powai, Mumbai - MPCB",36.48,55.39,14.94,0.59,57.89,2.02,19.1176,72.906,18.7875,13.6,25.7,56.708333333333336,33,78,0.0,10.320833333333336,18.3,213.20833333333331,1008.8666666666668,0.0,4982.0,207.58333333333331
2022-01-11,"Powai, Mumbai - MPCB",88.34,130.11,30.73,0.74,115.25,2.25,19.1176,72.906,19.825,13.7,26.2,70.5,48,95,0.0,6.683333333333334,12.4,189.375,1008.4458333333332,0.0,4878.0,203.25
2022-01-12,"Powai, Mumbai - MPCB",70.6,107.28,19.3,0.79,65.69,1.36,19.1176,72.906,20.316666666666663,14.0,26.9,67.70833333333333,44,86,0.0,9.5375,15.5,230.58333333333331,1008.05,0.375,4875.0,203.125
2022-01-13,"Powai, Mumbai - MPCB",96.36,141.64,23.62,0.95,71.38,0.18,19.1176,72.906,20.370833333333334,14.0,27.5,72.16666666666667,46,96,0.0,7.3625,14.9,163.16666666666666,1007.1916666666666,6.208333333333333,4630.0,192.91666666666663
