country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",19-05-2025 10:00:00,22.368195,82.746431,NH3,1,1
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",19-05-2025 10:00:00,22.368195,82.746431,CO,28,38
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",19-05-2025 10:00:00,22.348441,82.549611,PM10,49,115
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",19-05-2025 10:00:00,22.1910172,83.5197009,PM2.5,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",19-05-2025 10:00:00,22.06631475,83.33820077,NH3,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",19-05-2025 10:00:00,22.06631475,83.33820077,OZONE,NA,NA
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-05-2025 10:00:00,28.647622,77.3158090,NO2,37,136
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-05-2025 10:00:00,28.647622,77.3158090,NH3,9,14
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-05-2025 10:00:00,28.647622,77.3158090,SO2,21,35
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",19-05-2025 10:00:00,28.695381,77.181665,NH3,10,16
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",19-05-2025 10:00:00,28.4706914,77.1099364,PM2.5,22,355
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",19-05-2025 10:00:00,21.258815,81.578979,SO2,7,11
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",19-05-2025 10:00:00,21.258815,81.578979,CO,27,45
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",19-05-2025 10:00:00,21.219665,81.630094,NO2,22,68
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",19-05-2025 10:00:00,21.219665,81.630094,SO2,4,10
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",19-05-2025 10:00:00,21.237755,81.705301,NH3,7,7
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",19-05-2025 10:00:00,21.237755,81.705301,OZONE,3,30
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",19-05-2025 10:00:00,21.371751,81.664929,NH3,3,3
India,Bihar,Patna,"Samanpura, Patna - BSPCB",19-05-2025 10:00:00,25.596727,85.085624,OZONE,6,62
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",19-05-2025 10:00:00,24.952822,84.002396,NO2,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",19-05-2025 10:00:00,26.2271665,84.3570427,PM2.5,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",19-05-2025 10:00:00,26.2271665,84.3570427,OZONE,8,29
