country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","09-07-2026 18:00:00",26.786682,75.827928,CO,20,28,23
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","09-07-2026 18:00:00",26.912329,70.909168,PM2.5,37,103,62
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","09-07-2026 18:00:00",26.912329,70.909168,CO,11,17,14
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","09-07-2026 18:00:00",25.344694,72.626208,NH3,4,5,4
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","09-07-2026 18:00:00",24.588397,76.172782,SO2,5,7,6
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","09-07-2026 18:00:00",24.588397,76.172782,CO,16,24,19
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","09-07-2026 18:00:00",28.108988,75.386577,CO,15,23,18
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","09-07-2026 18:00:00",25.106006,76.469948,CO,40,49,44
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","09-07-2026 18:00:00",25.747299,71.393989,PM10,88,199,125
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","09-07-2026 18:00:00",25.747299,71.393989,NO2,5,19,9
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","09-07-2026 18:00:00",27.215415,77.50873,NO2,7,15,10
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","09-07-2026 18:00:00",27.215415,77.50873,SO2,0,3,2
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","09-07-2026 18:00:00",28.207266,76.829265,NO2,0,56,16
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","09-07-2026 18:00:00",28.207266,76.829265,CO,15,17,16
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","09-07-2026 18:00:00",28.194909,76.862296,PM10,36,96,69
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","09-07-2026 18:00:00",28.194909,76.862296,NO2,23,57,35
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","09-07-2026 18:00:00",28.018792,73.292658,NO2,5,54,18
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","09-07-2026 18:00:00",28.018792,73.292658,SO2,1,7,4
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","09-07-2026 18:00:00",26.268249,73.0193853,SO2,3,13,8
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","09-07-2026 18:00:00",26.29581,73.082283,CO,7,15,10
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","09-07-2026 18:00:00",26.253384,72.976571,NO2,2,13,6
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","09-07-2026 18:00:00",26.253384,72.976571,OZONE,28,40,33
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","09-07-2026 18:00:00",26.506177,77.025989,PM10,11,52,25
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB","09-07-2026 18:00:00",27.8015617,76.6365217,PM10,NA,NA,NA
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB","09-07-2026 18:00:00",27.8015617,76.6365217,CO,14,17,15
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB","09-07-2026 18:00:00",27.8015617,76.6365217,OZONE,19,32,27
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","09-07-2026 18:00:00",25.196024,75.855668,NH3,2,10,4
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","09-07-2026 18:00:00",27.213494,73.734444,NH3,2,10,6
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","09-07-2026 18:00:00",30.649961,76.331442,PM2.5,35,96,65
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","09-07-2026 18:00:00",30.649961,76.331442,NH3,5,5,5
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","09-07-2026 18:00:00",30.649961,76.331442,CO,99,100,100
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","09-07-2026 18:00:00",31.0325454,76.5623046,PM2.5,26,188,79
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","09-07-2026 18:00:00",31.0325454,76.5623046,NO2,10,45,26
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","09-07-2026 18:00:00",26.470859,74.646594,PM2.5,23,106,59
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","09-07-2026 18:00:00",27.554793,76.611536,PM2.5,NA,NA,NA
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","09-07-2026 18:00:00",27.554793,76.611536,PM10,35,119,64
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","09-07-2026 18:00:00",27.554793,76.611536,NH3,8,9,8
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","09-07-2026 18:00:00",25.106006,76.469948,PM10,27,105,60
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","09-07-2026 18:00:00",24.041198,74.780702,PM10,23,121,73
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","09-07-2026 18:00:00",25.03636,73.883502,PM2.5,18,72,47
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","09-07-2026 18:00:00",24.885261,72.857549,PM10,97,128,109
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","09-07-2026 18:00:00",24.885261,72.857549,NH3,2,26,5
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","09-07-2026 18:00:00",26.159933,75.780517,PM2.5,27,83,45
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","09-07-2026 18:00:00",26.159933,75.780517,PM10,18,129,57
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","09-07-2026 18:00:00",26.159933,75.780517,SO2,0,3,2
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","09-07-2026 18:00:00",27.33853,88.614099,NH3,1,1,1
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","09-07-2026 18:00:00",27.33853,88.614099,CO,4,6,5
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","09-07-2026 18:00:00",27.33853,88.614099,OZONE,15,26,22
India,"Uttar Pradesh",Noida,"Sector - 125, Noida - UPPCB","09-07-2026 18:00:00",28.5447608,77.3231257,SO2,4,6,5
India,"Uttar Pradesh",Noida,"Sector - 125, Noida - UPPCB","09-07-2026 18:00:00",28.5447608,77.3231257,CO,37,59,54
India,"Uttar Pradesh",Noida,"Sector - 125, Noida - UPPCB","09-07-2026 18:00:00",28.5447608,77.3231257,OZONE,12,16,13
India,"Uttar Pradesh",Noida,"Sector-116, Noida - UPPCB","09-07-2026 18:00:00",28.56923,77.393848,NH3,NA,NA,NA
India,"Uttar Pradesh",Noida,"Sector-116, Noida - UPPCB","09-07-2026 18:00:00",28.56923,77.393848,SO2,17,27,23
India,"Uttar Pradesh",Noida,"Sector - 62, Noida - IITM","09-07-2026 18:00:00",28.6245479,77.3577104,PM10,3,46,21
India,"Uttar Pradesh",Noida,"Sector - 62, Noida - IITM","09-07-2026 18:00:00",28.6245479,77.3577104,CO,13,16,14
India,"Uttar Pradesh",Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","09-07-2026 18:00:00",25.44919916,81.82735986,NO2,5,5,5
India,"Uttar Pradesh",Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","09-07-2026 18:00:00",25.44919916,81.82735986,CO,14,22,18
India,"Uttar Pradesh",Prayagraj,"Jhunsi, Prayagraj - UPPCB","09-07-2026 18:00:00",25.425602,81.917152,NO2,3,6,6
India,"Uttar Pradesh",Prayagraj,"Jhunsi, Prayagraj - UPPCB","09-07-2026 18:00:00",25.425602,81.917152,NH3,4,6,5
India,"Uttar Pradesh",Prayagraj,"Jhunsi, Prayagraj - UPPCB","09-07-2026 18:00:00",25.425602,81.917152,SO2,3,57,17
India,"Uttar Pradesh",Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","09-07-2026 18:00:00",25.494,81.863,PM10,20,289,98
India,"Uttar Pradesh",Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","09-07-2026 18:00:00",25.494,81.863,NH3,8,9,8
India,"Uttar Pradesh",Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","09-07-2026 18:00:00",25.494,81.863,CO,4,6,5
India,"Uttar Pradesh",Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","09-07-2026 18:00:00",25.494,81.863,OZONE,19,22,20
India,"Uttar Pradesh",Raebareli,"Anand Nagar, Raebareli - UPPCB","09-07-2026 18:00:00",26.219512,81.237648,CO,82,83,83
India,"Uttar Pradesh",Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","09-07-2026 18:00:00",26.207781,81.245571,PM2.5,NA,NA,NA
India,"Uttar Pradesh",Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","09-07-2026 18:00:00",26.207781,81.245571,SO2,NA,NA,NA
India,"Uttar Pradesh",Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","09-07-2026 18:00:00",26.207781,81.245571,OZONE,3,20,12
India,"Uttar Pradesh",Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","09-07-2026 18:00:00",25.262326,82.995408,PM10,12,62,37
India,"Uttar Pradesh",Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","09-07-2026 18:00:00",25.262326,82.995408,SO2,NA,NA,NA
India,"Uttar Pradesh",Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","09-07-2026 18:00:00",25.262326,82.995408,OZONE,5,6,5
India,"Uttar Pradesh",Varanasi,"Ardhali Bazar, Varanasi - UPPCB","09-07-2026 18:00:00",25.3505986,82.9083074,NO2,39,43,41
India,"Tamil Nadu",Chennai,"Manali Village, Chennai - TNPCB","09-07-2026 18:00:00",13.1662,80.2584,PM10,NA,NA,NA
India,"Tamil Nadu",Chennai,"Manali Village, Chennai - TNPCB","09-07-2026 18:00:00",13.1662,80.2584,NO2,5,20,15
India,"Tamil Nadu",Chennai,"Manali, Chennai - CPCB","09-07-2026 18:00:00",13.164544,80.26285,SO2,4,7,6
India,"Tamil Nadu",Chennai,"Royapuram, Chennai - TNPCB","09-07-2026 18:00:00",13.1036,80.2909,PM10,46,58,51
India,"Tamil Nadu",Chennai,"Royapuram, Chennai - TNPCB","09-07-2026 18:00:00",13.1036,80.2909,NO2,12,16,14
India,"Tamil Nadu",Chennai,"Arumbakkam, Chennai - TNPCB","09-07-2026 18:00:00",13.0664,80.2112,PM10,64,117,92
India,"Tamil Nadu",Chennai,"Arumbakkam, Chennai - TNPCB","09-07-2026 18:00:00",13.0664,80.2112,NO2,9,29,17
India,"Tamil Nadu",Chennai,"Arumbakkam, Chennai - TNPCB","09-07-2026 18:00:00",13.0664,80.2112,SO2,0,3,1
India,"Tamil Nadu",Chennai,"Perungudi, Chennai - TNPCB","09-07-2026 18:00:00",12.9533,80.2357,NO2,3,14,5
India,"Tamil Nadu",Chennai,"Perungudi, Chennai - TNPCB","09-07-2026 18:00:00",12.9533,80.2357,NH3,0,1,0
India,"Tamil Nadu",Chennai,"Perungudi, Chennai - TNPCB","09-07-2026 18:00:00",12.9533,80.2357,SO2,3,8,5
India,"Tamil Nadu",Chennai,"Velachery Res. Area, Chennai - CPCB","09-07-2026 18:00:00",13.0052189,80.2398125,PM2.5,NA,NA,NA
India,"Tamil Nadu",Chennai,"Velachery Res. Area, Chennai - CPCB","09-07-2026 18:00:00",13.0052189,80.2398125,SO2,NA,NA,NA
India,"Tamil Nadu",Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","09-07-2026 18:00:00",10.942451,76.978996,PM10,1,24,11
India,"Tamil Nadu",Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","09-07-2026 18:00:00",10.942451,76.978996,NO2,22,23,23
India,"Tamil Nadu",Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","09-07-2026 18:00:00",10.942451,76.978996,OZONE,19,20,20
India,"Tamil Nadu",Dindigul,"Mendonsa Colony, Dindigul - TNPCB","09-07-2026 18:00:00",10.358535,77.984321,CO,6,8,7
India,"Tamil Nadu",Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","09-07-2026 18:00:00",13.4127,80.1081,PM2.5,19,370,123
India,"Tamil Nadu",Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","09-07-2026 18:00:00",9.36399,78.831977,PM10,NA,NA,NA
India,"Uttar Pradesh",Vrindavan,"Omex Eternity, Vrindavan - UPPCB","09-07-2026 18:00:00",27.571409,77.655757,NO2,27,27,27
India,"Uttar Pradesh",Vrindavan,"Omex Eternity, Vrindavan - UPPCB","09-07-2026 18:00:00",27.571409,77.655757,SO2,30,40,33
India,"Uttar Pradesh",Vrindavan,"Omex Eternity, Vrindavan - UPPCB","09-07-2026 18:00:00",27.571409,77.655757,CO,12,25,18
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","09-07-2026 18:00:00",30.075911,78.2859547,NO2,7,7,7
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","09-07-2026 18:00:00",30.075911,78.2859547,CO,37,37,37
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","09-07-2026 18:00:00",23.618183,87.105718,PM2.5,18,29,23
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","09-07-2026 18:00:00",23.618183,87.105718,NO2,2,2,2
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","09-07-2026 18:00:00",23.618183,87.105718,NH3,0,0,0
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","09-07-2026 18:00:00",23.618183,87.105718,SO2,7,8,8
India,"West Bengal",Asansol,"Evelyn Lodge, Asansol - WBPCB","09-07-2026 18:00:00",23.697936,86.944395,PM2.5,11,25,17
India,"West Bengal",Asansol,"Evelyn Lodge, Asansol - WBPCB","09-07-2026 18:00:00",23.697936,86.944395,PM10,20,31,27
India,"West Bengal",Asansol,"Evelyn Lodge, Asansol - WBPCB","09-07-2026 18:00:00",23.697936,86.944395,CO,4,57,22
India,"West Bengal",Asansol,"Asansol Court Area, Asansol - WBPCB","09-07-2026 18:00:00",23.685297,86.945968,SO2,10,21,13
India,"West Bengal",Asansol,"Asansol Court Area, Asansol - WBPCB","09-07-2026 18:00:00",23.685297,86.945968,CO,14,51,29
India,"West Bengal",Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","09-07-2026 18:00:00",23.616515,87.119133,PM10,2,30,22
India,"West Bengal",Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","09-07-2026 18:00:00",23.616515,87.119133,CO,31,37,34
India,"West Bengal",Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","09-07-2026 18:00:00",23.616515,87.119133,OZONE,6,10,8
India,"West Bengal",Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","09-07-2026 18:00:00",22.7605581,88.3617589,NH3,5,7,6
India,"Tamil Nadu",Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","09-07-2026 18:00:00",8.816428,78.099039,PM2.5,NA,NA,NA
India,"Tamil Nadu",Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","09-07-2026 18:00:00",8.816428,78.099039,PM10,35,119,58
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","09-07-2026 18:00:00",17.528544,78.286195,PM2.5,27,42,33
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","09-07-2026 18:00:00",17.528544,78.286195,CO,19,20,19
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","09-07-2026 18:00:00",17.5316895,78.218939,PM10,14,55,36
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","09-07-2026 18:00:00",17.5316895,78.218939,NO2,5,43,26
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","09-07-2026 18:00:00",17.5316895,78.218939,CO,5,30,14
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","09-07-2026 18:00:00",17.5184,78.278777,SO2,2,9,5
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","09-07-2026 18:00:00",17.5184,78.278777,CO,5,27,18
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","09-07-2026 18:00:00",17.417094,78.457437,OZONE,25,48,31
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","09-07-2026 18:00:00",17.460103,78.334361,PM2.5,2,25,13
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","09-07-2026 18:00:00",17.37206,78.50864,PM2.5,19,79,32
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","09-07-2026 18:00:00",17.37206,78.50864,NO2,12,15,14
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","09-07-2026 18:00:00",17.349694,78.451437,NO2,5,8,7
India,"Uttar Pradesh",Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","09-07-2026 18:00:00",26.428282,80.327067,CO,33,35,34
India,"Uttar Pradesh",Khurja,"Kalindi Kunj, Khurja - UPPCB","09-07-2026 18:00:00",28.2348927,77.8683002,NH3,1,1,1
India,"Uttar Pradesh",Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","09-07-2026 18:00:00",26.906111,80.948222,PM2.5,20,43,32
India,"Uttar Pradesh",Lucknow,"B R Ambedkar University, Lucknow - UPPCB","09-07-2026 18:00:00",26.766433,80.927299,PM2.5,2,65,12
India,"Uttar Pradesh",Lucknow,"B R Ambedkar University, Lucknow - UPPCB","09-07-2026 18:00:00",26.766433,80.927299,OZONE,20,79,47
India,"Uttar Pradesh",Lucknow,"Gomti Nagar, Lucknow - UPPCB","09-07-2026 18:00:00",26.86812,81.005119,PM2.5,3,43,13
India,"Uttar Pradesh",Lucknow,"Gomti Nagar, Lucknow - UPPCB","09-07-2026 18:00:00",26.86812,81.005119,PM10,4,36,13
India,"Uttar Pradesh",Lucknow,"Gomti Nagar, Lucknow - UPPCB","09-07-2026 18:00:00",26.86812,81.005119,SO2,13,13,13
India,"Uttar Pradesh",Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","09-07-2026 18:00:00",26.83399722,80.8917361,PM10,27,97,45
India,"Uttar Pradesh",Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","09-07-2026 18:00:00",26.83399722,80.8917361,OZONE,42,89,63
India,"Uttar Pradesh",Lucknow,"Lalbagh, Lucknow - CPCB","09-07-2026 18:00:00",26.8458805,80.9365541,CO,27,89,50
India,"Uttar Pradesh",Mathura,"Pali Dungra, Mathura - UPPCB","09-07-2026 18:00:00",27.410954,77.550619,PM2.5,NA,NA,NA
India,"Uttar Pradesh",Meerut,"MIET College, Meerut - UPPCB","09-07-2026 18:00:00",28.972677,77.641018,PM2.5,7,34,17
India,"Uttar Pradesh",Meerut,"MIET College, Meerut - UPPCB","09-07-2026 18:00:00",28.972677,77.641018,NH3,3,8,5
India,"Uttar Pradesh",Meerut,"MIET College, Meerut - UPPCB","09-07-2026 18:00:00",28.972677,77.641018,CO,38,68,46
India,"Uttar Pradesh",Moradabad,"Employment Office, Moradabad - UPPCB","09-07-2026 18:00:00",28.88528,78.7388,NH3,3,3,3
India,"Uttar Pradesh",Moradabad,"Employment Office, Moradabad - UPPCB","09-07-2026 18:00:00",28.88528,78.7388,OZONE,14,27,19
India,"Uttar Pradesh",Moradabad,"Buddhi Vihar, Moradabad - UPPCB","09-07-2026 18:00:00",28.83526,78.7446,PM10,14,55,34
India,"Uttar Pradesh",Moradabad,"Buddhi Vihar, Moradabad - UPPCB","09-07-2026 18:00:00",28.83526,78.7446,OZONE,28,34,31
India,"Uttar Pradesh",Moradabad,"Jigar Colony, Moradabad - UPPCB","09-07-2026 18:00:00",28.856664,78.772638,PM2.5,1,47,21
India,"Uttar Pradesh",Moradabad,"Jigar Colony, Moradabad - UPPCB","09-07-2026 18:00:00",28.856664,78.772638,NO2,24,25,25
India,"Uttar Pradesh",Moradabad,"Jigar Colony, Moradabad - UPPCB","09-07-2026 18:00:00",28.856664,78.772638,CO,40,40,40
India,"Uttar Pradesh",Moradabad,"Jigar Colony, Moradabad - UPPCB","09-07-2026 18:00:00",28.856664,78.772638,OZONE,19,23,20
India,"Uttar Pradesh",Bareilly,"Rajendra Nagar, Bareilly - UPPCB","09-07-2026 18:00:00",28.38910936,79.42963708,PM10,NA,NA,NA
India,"Uttar Pradesh",Bareilly,"Rajendra Nagar, Bareilly - UPPCB","09-07-2026 18:00:00",28.38910936,79.42963708,SO2,0,6,1
India,"Uttar Pradesh",Firozabad,"Vibhab Nagar, Firozabad - UPPCB","09-07-2026 18:00:00",27.1594,78.3953,PM10,24,39,32
India,"Uttar Pradesh",Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","09-07-2026 18:00:00",28.646233,77.358075,PM2.5,2,55,21
India,"Uttar Pradesh",Ghaziabad,"Govindpuram, Ghaziabad - UPPCB","09-07-2026 18:00:00",28.694528,77.494705,NO2,10,13,11
India,"Uttar Pradesh",Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","09-07-2026 18:00:00",28.685382,77.453839,NH3,7,16,9
India,"Uttar Pradesh",Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","09-07-2026 18:00:00",28.685382,77.453839,OZONE,24,28,26
India,"Uttar Pradesh",Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","09-07-2026 18:00:00",28.6603346,77.3572563,PM10,6,53,23
India,"Uttar Pradesh",Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","09-07-2026 18:00:00",28.6603346,77.3572563,CO,53,59,55
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","09-07-2026 18:00:00",17.470431,78.566959,CO,14,25,18
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","09-07-2026 18:00:00",17.470431,78.566959,OZONE,20,44,35
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","09-07-2026 18:00:00",17.544899,78.486949,NH3,2,4,3
India,"Uttar Pradesh",Agra,"Shahjahan Garden, Agra - UPPCB","09-07-2026 18:00:00",27.169338,78.03582,PM2.5,47,102,64
India,"Uttar Pradesh",Agra,"Sanjay Palace, Agra - UPPCB","09-07-2026 18:00:00",27.19865833,78.00598056,SO2,2,21,15
India,"Uttar Pradesh",Agra,"Shastripuram, Agra - UPPCB","09-07-2026 18:00:00",27.19862,77.92066,PM10,23,43,31
India,"Uttar Pradesh",Agra,"Shastripuram, Agra - UPPCB","09-07-2026 18:00:00",27.19862,77.92066,NH3,3,3,3
India,"Uttar Pradesh",Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","09-07-2026 18:00:00",27.19412,77.96237,PM10,34,68,47
India,"Uttar Pradesh",Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","09-07-2026 18:00:00",26.730136,83.433859,NH3,1,1,1
India,"Uttar Pradesh",Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","09-07-2026 18:00:00",26.730136,83.433859,OZONE,15,18,16
India,"Uttar Pradesh","Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","09-07-2026 18:00:00",28.557054,77.453663,SO2,6,12,8
India,"Uttar Pradesh","Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","09-07-2026 18:00:00",28.47272,77.482,PM10,8,43,22
India,"Uttar Pradesh","Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","09-07-2026 18:00:00",28.47272,77.482,CO,17,25,23
India,"Uttar Pradesh",Hapur,"Anand Vihar, Hapur - UPPCB","09-07-2026 18:00:00",28.725645,77.749675,OZONE,0,10,7
India,"Uttar Pradesh",Kanpur,"Nehru Nagar, Kanpur - UPPCB","09-07-2026 18:00:00",26.4703136,80.3229863,PM2.5,NA,NA,NA
India,"Uttar Pradesh",Kanpur,"Nehru Nagar, Kanpur - UPPCB","09-07-2026 18:00:00",26.4703136,80.3229863,PM10,NA,NA,NA
India,"West Bengal",Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","09-07-2026 18:00:00",23.567923,87.306843,CO,NA,NA,NA
India,"West Bengal",Howrah,"Ghusuri, Howrah - WBPCB","09-07-2026 18:00:00",22.611968,88.347422,PM2.5,30,144,51
India,"West Bengal",Howrah,"Ghusuri, Howrah - WBPCB","09-07-2026 18:00:00",22.611968,88.347422,NH3,2,5,3
India,"West Bengal",Howrah,"Botanical Garden, Howrah - WBPCB","09-07-2026 18:00:00",22.554954,88.292568,NH3,1,2,2
India,"West Bengal",Howrah,"Botanical Garden, Howrah - WBPCB","09-07-2026 18:00:00",22.554954,88.292568,CO,12,16,14
India,"West Bengal",Howrah,"Padmapukur, Howrah - WBPCB","09-07-2026 18:00:00",22.5687319,88.2797276,CO,37,89,66
India,"West Bengal",Howrah,"Dasnagar, Howrah - WBPCB","09-07-2026 18:00:00",22.6025571,88.3105664,NH3,1,2,1
India,"West Bengal",Howrah,"Belur Math, Howrah - WBPCB","09-07-2026 18:00:00",22.629801,88.352017,PM2.5,29,54,41
India,"West Bengal",Howrah,"Belur Math, Howrah - WBPCB","09-07-2026 18:00:00",22.629801,88.352017,PM10,48,94,67
India,"West Bengal",Howrah,"Belur Math, Howrah - WBPCB","09-07-2026 18:00:00",22.629801,88.352017,SO2,6,8,7
India,"West Bengal",Howrah,"Belur Math, Howrah - WBPCB","09-07-2026 18:00:00",22.629801,88.352017,CO,13,45,26
India,"West Bengal",Kolkata,"Victoria, Kolkata - WBPCB","09-07-2026 18:00:00",22.5448082,88.3403691,PM2.5,68,92,82
India,"West Bengal",Kolkata,"Victoria, Kolkata - WBPCB","09-07-2026 18:00:00",22.5448082,88.3403691,NH3,8,8,8
India,"West Bengal",Kolkata,"Victoria, Kolkata - WBPCB","09-07-2026 18:00:00",22.5448082,88.3403691,CO,19,30,24
India,"West Bengal",Kolkata,"Fort William, Kolkata - WBPCB","09-07-2026 18:00:00",22.55664,88.342674,PM10,12,65,45
India,"West Bengal",Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","09-07-2026 18:00:00",22.51106,88.35142,OZONE,5,11,8
India,"West Bengal",Kolkata,"Ballygunge, Kolkata - WBPCB","09-07-2026 18:00:00",22.5367507,88.3638022,NH3,6,8,7
India,"West Bengal",Kolkata,"Ballygunge, Kolkata - WBPCB","09-07-2026 18:00:00",22.5367507,88.3638022,CO,8,15,12
India,"West Bengal",Kolkata,"Jadavpur, Kolkata - WBPCB","09-07-2026 18:00:00",22.49929,88.36917,PM10,39,78,59
India,"West Bengal",Kolkata,"Jadavpur, Kolkata - WBPCB","09-07-2026 18:00:00",22.49929,88.36917,NH3,12,16,14
India,"West Bengal",Kolkata,"Bidhannagar, Kolkata - WBPCB","09-07-2026 18:00:00",22.58157048,88.41002457,PM2.5,11,50,33
