country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","09-07-2026 18:00:00",21.613267,73.010555,SO2,18,19,19
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","09-07-2026 18:00:00",21.755417,72.139056,NH3,3,4,4
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","09-07-2026 18:00:00",21.755417,72.139056,CO,80,81,80
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","09-07-2026 18:00:00",23.243639,72.68994,NO2,3,15,8
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","09-07-2026 18:00:00",23.163798,72.677768,PM2.5,16,146,46
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","09-07-2026 18:00:00",23.163798,72.677768,NO2,NA,NA,NA
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","09-07-2026 18:00:00",21.217779,72.834787,PM2.5,6,61,26
India,Gujarat,Surat,"Science Center, Surat - SMC","09-07-2026 18:00:00",21.170046,72.795405,NO2,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC","09-07-2026 18:00:00",21.170046,72.795405,SO2,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC","09-07-2026 18:00:00",21.170046,72.795405,CO,36,36,36
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","09-07-2026 18:00:00",22.320153,73.216285,OZONE,3,5,4
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","09-07-2026 18:00:00",28.376058,77.315741,CO,67,82,76
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","09-07-2026 18:00:00",29.503664,75.467934,NH3,13,15,14
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","09-07-2026 18:00:00",28.422681,77.148944,PM10,NA,NA,NA
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","09-07-2026 18:00:00",28.422681,77.148944,SO2,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","09-07-2026 18:00:00",28.4275,77.1465,NH3,7,20,13
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","09-07-2026 18:00:00",29.14056,75.744941,PM2.5,NA,NA,NA
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","09-07-2026 18:00:00",29.14056,75.744941,OZONE,NA,NA,NA
India,Haryana,Jind,"Police Lines, Jind - HSPCB","09-07-2026 18:00:00",29.307814,76.337619,NO2,12,14,13
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","09-07-2026 18:00:00",29.8006,76.4155,NH3,4,6,5
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","09-07-2026 18:00:00",29.6953,77.0027,PM10,22,124,53
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","09-07-2026 18:00:00",28.5504249,77.2159377,SO2,19,21,20
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","09-07-2026 18:00:00",28.656756,77.227234,NH3,3,6,4
India,Delhi,Delhi,"Pusa, Delhi - DPCC","09-07-2026 18:00:00",28.639652,77.146275,SO2,5,110,12
India,Delhi,Delhi,"Pusa, Delhi - DPCC","09-07-2026 18:00:00",28.639652,77.146275,CO,60,143,80
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","09-07-2026 18:00:00",23.023389,72.515201,PM2.5,48,92,63
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","09-07-2026 18:00:00",23.023389,72.515201,NH3,2,2,2
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","09-07-2026 18:00:00",23.023389,72.515201,CO,1,33,11
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","09-07-2026 18:00:00",23.023389,72.515201,OZONE,30,37,34
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","09-07-2026 18:00:00",23.002657,72.591912,PM2.5,48,183,78
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","09-07-2026 18:00:00",23.002657,72.591912,PM10,68,104,84
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","09-07-2026 18:00:00",23.002657,72.591912,NO2,33,36,34
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","09-07-2026 18:00:00",23.002657,72.591912,CO,41,84,64
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","09-07-2026 18:00:00",28.5512005,77.2735737,NO2,26,46,33
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","09-07-2026 18:00:00",28.5512005,77.2735737,NH3,NA,NA,NA
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM","09-07-2026 18:00:00",28.4706914,77.1099364,PM2.5,1,71,24
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","09-07-2026 18:00:00",28.594004,76.909423,NH3,1,4,2
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","09-07-2026 18:00:00",28.594004,76.909423,CO,36,42,39
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","09-07-2026 18:00:00",28.62181,77.1944633,PM2.5,8,56,31
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","09-07-2026 18:00:00",28.62181,77.1944633,NO2,7,43,16
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","09-07-2026 18:00:00",28.615828,77.271992,CO,NA,NA,NA
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","09-07-2026 18:00:00",28.674045,77.131023,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","09-07-2026 18:00:00",28.674045,77.131023,CO,35,51,41
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","09-07-2026 18:00:00",28.6514781,77.1473105,CO,38,98,66
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","09-07-2026 18:00:00",23.020509,72.579261,PM10,95,152,115
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","09-07-2026 18:00:00",23.020509,72.579261,NH3,8,12,10
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","09-07-2026 18:00:00",23.041137,72.456691,PM2.5,36,109,63
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","09-07-2026 18:00:00",23.041137,72.456691,CO,19,24,22
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","09-07-2026 18:00:00",22.977134,72.553024,NO2,3,23,9
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","09-07-2026 18:00:00",23.076793,72.627874,CO,9,43,31
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","09-07-2026 18:00:00",23.076793,72.627874,OZONE,11,19,15
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","09-07-2026 18:00:00",23.016834,72.625775,PM10,74,108,94
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","09-07-2026 18:00:00",23.016834,72.625775,NO2,1,19,11
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","09-07-2026 18:00:00",23.016834,72.625775,CO,67,92,77
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","09-07-2026 18:00:00",28.54246,77.191651,PM10,2,84,37
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","09-07-2026 18:00:00",28.54246,77.191651,NO2,8,16,11
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","09-07-2026 18:00:00",28.54246,77.191651,SO2,NA,NA,NA
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","09-07-2026 18:00:00",28.54246,77.191651,CO,29,37,33
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","09-07-2026 18:00:00",28.6573814,77.1585447,NH3,NA,NA,NA
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","09-07-2026 18:00:00",28.6573814,77.1585447,OZONE,36,49,41
India,Delhi,Delhi,"Alipur, Delhi - DPCC","09-07-2026 18:00:00",28.815329,77.15301,PM10,9,59,26
India,Delhi,Delhi,"Alipur, Delhi - DPCC","09-07-2026 18:00:00",28.815329,77.15301,NH3,18,25,22
India,Delhi,Delhi,"Alipur, Delhi - DPCC","09-07-2026 18:00:00",28.815329,77.15301,SO2,3,5,4
India,Delhi,Delhi,"Narela, Delhi - DPCC","09-07-2026 18:00:00",28.822836,77.101981,NH3,NA,NA,NA
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","09-07-2026 18:00:00",28.73282,77.170633,NO2,11,37,19
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","09-07-2026 18:00:00",28.73282,77.170633,OZONE,10,11,10
India,Delhi,Delhi,"Mundka, Delhi - DPCC","09-07-2026 18:00:00",28.684678,77.076574,CO,34,45,39
India,Delhi,Delhi,"Mundka, Delhi - DPCC","09-07-2026 18:00:00",28.684678,77.076574,OZONE,3,6,4
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","09-07-2026 18:00:00",28.647622,77.315809,SO2,15,23,19
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","09-07-2026 18:00:00",28.695381,77.181665,NH3,8,14,10
India,Delhi,Delhi,"DTU, Delhi - CPCB","09-07-2026 18:00:00",28.7500499,77.1112615,PM10,5,45,22
India,Delhi,Delhi,"DTU, Delhi - CPCB","09-07-2026 18:00:00",28.7500499,77.1112615,OZONE,11,19,17
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","09-07-2026 18:00:00",23.163174,79.973061,CO,10,18,14
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","09-07-2026 18:00:00",23.142888,79.916147,PM10,16,103,65
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","09-07-2026 18:00:00",23.142888,79.916147,SO2,6,7,6
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","09-07-2026 18:00:00",23.142888,79.916147,CO,19,30,23
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","09-07-2026 18:00:00",23.142888,79.916147,OZONE,8,9,9
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","09-07-2026 18:00:00",23.218135,79.95777,CO,10,10,10
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","09-07-2026 18:00:00",23.218135,79.95777,OZONE,2,2,2
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","09-07-2026 18:00:00",23.50016,80.23284,PM10,33,104,66
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","09-07-2026 18:00:00",23.50016,80.23284,NO2,9,17,13
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","09-07-2026 18:00:00",23.50016,80.23284,CO,13,45,33
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","09-07-2026 18:00:00",24.2613009,80.7231783,NO2,38,79,63
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","09-07-2026 18:00:00",23.10844,77.511428,PM2.5,34,64,51
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","09-07-2026 18:00:00",23.10844,77.511428,NH3,10,10,10
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","09-07-2026 18:00:00",23.10844,77.511428,OZONE,16,39,26
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","09-07-2026 18:00:00",22.624758,75.675238,NH3,NA,NA,NA
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","09-07-2026 18:00:00",22.624758,75.675238,OZONE,18,51,38
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","09-07-2026 18:00:00",23.331731,75.045981,NH3,NA,NA,NA
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","09-07-2026 18:00:00",23.838586,78.759431,PM10,25,91,56
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","09-07-2026 18:00:00",23.838586,78.759431,NH3,2,6,5
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","09-07-2026 18:00:00",23.838586,78.759431,SO2,4,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","09-07-2026 18:00:00",29.6953,77.0027,NH3,6,12,8
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","09-07-2026 18:00:00",29.966942,76.875879,PM10,23,68,45
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","09-07-2026 18:00:00",29.966942,76.875879,NO2,62,91,75
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","09-07-2026 18:00:00",29.966942,76.875879,NH3,13,18,15
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","09-07-2026 18:00:00",27.9002,76.9938,PM2.5,49,53,51
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","09-07-2026 18:00:00",28.360699,76.93609,NH3,10,24,16
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","09-07-2026 18:00:00",28.360699,76.93609,SO2,4,26,8
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","09-07-2026 18:00:00",28.060249,76.113115,NO2,17,25,21
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","09-07-2026 18:00:00",28.060249,76.113115,OZONE,22,44,38
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","09-07-2026 18:00:00",28.1485564,77.3320667,PM2.5,34,57,39
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","09-07-2026 18:00:00",28.1485564,77.3320667,SO2,11,129,29
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","09-07-2026 18:00:00",28.3153,76.9143,PM2.5,6,69,31
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","09-07-2026 18:00:00",28.3153,76.9143,NO2,16,41,26
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","09-07-2026 18:00:00",29.432304,76.972765,SO2,35,67,49
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","09-07-2026 18:00:00",28.52123,76.37138,PM10,42,66,53
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","09-07-2026 18:00:00",28.52123,76.37138,NO2,9,11,10
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","09-07-2026 18:00:00",29.5364,75.0158,PM10,6,45,26
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","09-07-2026 18:00:00",29.0272,77.0621,PM10,NA,NA,NA
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","09-07-2026 18:00:00",29.0272,77.0621,NO2,NA,NA,NA
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","09-07-2026 18:00:00",29.0272,77.0621,CO,10,60,32
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","09-07-2026 18:00:00",30.1480566,77.2893471,NH3,8,13,11
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","09-07-2026 18:00:00",30.1480566,77.2893471,SO2,10,15,12
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","09-07-2026 18:00:00",30.943887,76.801991,OZONE,9,20,14
India,"Jammu and Kashmir",Pampore,"Khrew, Pampore - JKPCC","09-07-2026 18:00:00",34.031606,75.009712,CO,NA,NA,NA
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","09-07-2026 18:00:00",34.06313,74.96017,NO2,12,13,13
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","09-07-2026 18:00:00",34.066206,74.81982,PM10,27,51,38
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","09-07-2026 18:00:00",34.066206,74.81982,CO,11,19,15
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","09-07-2026 18:00:00",23.707909,86.41467,NO2,8,8,8
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","09-07-2026 18:00:00",23.707909,86.41467,SO2,4,4,4
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","09-07-2026 18:00:00",12.917348,77.622813,NO2,5,14,9
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","09-07-2026 18:00:00",12.9135218,77.5950804,PM2.5,26,31,28
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","09-07-2026 18:00:00",12.9135218,77.5950804,CO,44,49,47
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","09-07-2026 18:00:00",12.9135218,77.5950804,OZONE,25,25,25
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","09-07-2026 18:00:00",12.938539,77.5901,PM2.5,6,41,23
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","09-07-2026 18:00:00",12.938539,77.5901,OZONE,28,32,30
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","09-07-2026 18:00:00",12.9352049,77.6814488,NH3,1,1,1
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","09-07-2026 18:00:00",12.920984,77.584908,SO2,17,33,23
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","09-07-2026 18:00:00",12.920984,77.584908,CO,8,31,16
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","09-07-2026 18:00:00",13.003872,77.664217,CO,49,54,51
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","09-07-2026 18:00:00",12.9756843,77.5660749,SO2,14,15,15
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","09-07-2026 18:00:00",13.029152,77.585901,PM10,14,56,27
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","09-07-2026 18:00:00",24.58434363,80.8549414,PM10,69,71,70
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","09-07-2026 18:00:00",24.58434363,80.8549414,OZONE,20,60,46
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","09-07-2026 18:00:00",23.1633321,75.800225,PM10,20,75,57
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","09-07-2026 18:00:00",23.1633321,75.800225,SO2,3,5,4
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","09-07-2026 18:00:00",19.10122,74.73339,PM2.5,6,76,31
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","09-07-2026 18:00:00",19.10122,74.73339,PM10,23,102,60
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","09-07-2026 18:00:00",20.719516,77.000253,NH3,7,9,7
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","09-07-2026 18:00:00",20.719516,77.000253,SO2,1,11,5
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","09-07-2026 18:00:00",19.215784,73.199781,PM10,NA,NA,NA
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","09-07-2026 18:00:00",20.939198,77.765701,OZONE,9,18,14
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","09-07-2026 18:00:00",16.802639,75.722694,PM10,42,43,43
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","09-07-2026 18:00:00",16.802639,75.722694,SO2,3,6,3
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","09-07-2026 18:00:00",16.7602,77.1428,SO2,NA,NA,NA
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","09-07-2026 18:00:00",11.875,75.3732,OZONE,27,28,28
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","09-07-2026 18:00:00",8.8787,76.6073,NO2,8,10,9
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","09-07-2026 18:00:00",8.8787,76.6073,OZONE,33,36,35
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","09-07-2026 18:00:00",8.5637,76.8865,SO2,6,7,7
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","09-07-2026 18:00:00",23.210494,77.425409,NO2,11,14,13
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","09-07-2026 18:00:00",23.210494,77.425409,SO2,6,39,35
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","09-07-2026 18:00:00",23.233584,77.400574,NO2,9,17,13
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","09-07-2026 18:00:00",15.411456,75.638133,CO,14,32,21
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","09-07-2026 18:00:00",14.816666,74.141003,CO,27,34,30
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","09-07-2026 18:00:00",15.34763,76.181767,SO2,14,15,14
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","09-07-2026 18:00:00",12.88925,74.853,NO2,1,4,3
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","09-07-2026 18:00:00",12.88925,74.853,CO,NA,NA,NA
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","09-07-2026 18:00:00",12.21041,76.37376,OZONE,5,69,41
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","09-07-2026 18:00:00",13.94,75.555917,PM2.5,18,35,26
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","09-07-2026 18:00:00",13.94,75.555917,NO2,21,28,22
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","09-07-2026 18:00:00",13.94,75.555917,NH3,3,4,3
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","09-07-2026 18:00:00",23.264759,77.381568,NH3,3,4,3
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","09-07-2026 18:00:00",22.9682591,76.064118,CO,27,41,32
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","09-07-2026 18:00:00",26.259242,78.216432,PM2.5,3,364,73
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","09-07-2026 18:00:00",26.259242,78.216432,SO2,3,14,6
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","09-07-2026 18:00:00",22.678,75.8559,PM10,20,52,36
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","09-07-2026 18:00:00",22.678,75.8559,SO2,32,37,34
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","09-07-2026 18:00:00",22.431,75.5213,PM10,65,113,79
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","09-07-2026 18:00:00",23.168606,79.932247,OZONE,31,43,38
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","09-07-2026 18:00:00",13.029152,77.585901,NO2,10,21,20
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","09-07-2026 18:00:00",13.029152,77.585901,OZONE,39,48,45
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","09-07-2026 18:00:00",12.7816279,77.6299145,CO,38,39,39
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","09-07-2026 18:00:00",11.55358,76.55521,NO2,15,30,27
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","09-07-2026 18:00:00",13.328028,75.797056,NO2,16,25,17
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","09-07-2026 18:00:00",15.459706,75.008381,PM10,44,86,61
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","09-07-2026 18:00:00",15.459706,75.008381,NO2,23,26,24
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","09-07-2026 18:00:00",15.459706,75.008381,SO2,7,8,8
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","09-07-2026 18:00:00",15.459706,75.008381,CO,32,41,37
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","09-07-2026 18:00:00",20.9402359,77.7895248,PM10,16,93,42
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","09-07-2026 18:00:00",20.9402359,77.7895248,NO2,2,13,7
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","09-07-2026 18:00:00",20.9402359,77.7895248,NH3,2,2,2
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","09-07-2026 18:00:00",20.9402359,77.7895248,SO2,6,46,10
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","09-07-2026 18:00:00",19.8389439,75.244448,PM2.5,46,53,51
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","09-07-2026 18:00:00",19.8389439,75.244448,PM10,42,55,50
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","09-07-2026 18:00:00",19.87562,75.38731,PM10,97,210,144
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","09-07-2026 18:00:00",19.87562,75.38731,SO2,4,9,6
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","09-07-2026 18:00:00",19.87562,75.38731,OZONE,29,38,33
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","09-07-2026 18:00:00",19.863756,75.321188,PM2.5,96,185,136
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","09-07-2026 18:00:00",19.863756,75.321188,PM10,71,95,87
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","09-07-2026 18:00:00",19.863756,75.321188,NO2,13,41,20
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","09-07-2026 18:00:00",19.16485,73.23409,PM2.5,24,32,27
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","09-07-2026 18:00:00",19.16485,73.23409,NO2,13,18,17
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","09-07-2026 18:00:00",19.16485,73.23409,NH3,7,7,7
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","09-07-2026 18:00:00",19.16485,73.23409,OZONE,25,26,25
India,Maharashtra,Beed,"Bir, Beed - MPCB","09-07-2026 18:00:00",18.988474,75.753873,PM2.5,12,52,38
India,Maharashtra,Beed,"Bir, Beed - MPCB","09-07-2026 18:00:00",18.988474,75.753873,PM10,55,239,109
India,Maharashtra,Beed,"Bir, Beed - MPCB","09-07-2026 18:00:00",18.988474,75.753873,NO2,5,36,13
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","09-07-2026 18:00:00",19.0243902,73.0406721,NH3,0,8,4
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","09-07-2026 18:00:00",19.0243902,73.0406721,OZONE,3,8,6
